Location,Tray,Cross_ID,Awn_dif,Entry,Infert_1,SpS_1,Infert_2,SpS_2,Infert_3,SpS_3,Infert_4,SpS_4,Infert_5,SpS_5,Infert_6,SpS_6,Notes
K22,9.20.1,UX1991,,UX1991-156,1,21,3,19,1,16,2,19,0,21,,,
K22,9.20.2,UX1991,,UX1991-149,3,18,3,17,3,18,3,18,2,19,,,
K22,9.20.3,UX1991,,UX1991-146,2,18,3,19,1,19,3,18,,,,,0/15 but broken off
K22,9.20.4,UX1991,,UX1991-151,1,16,2,18,5,13,4,12,3,12,,,
K22,14.1.2,UX1993,,UX1993-46,3,16,0,14,0,11,3,12,1,16,,,
K22,14.1.3,UX1993,,UX1993-36,0,20,1,20,1,18,1,22,0,20,,,
K22,14.1.4,UX1993,,UX1993-161,1,18,2,19,1,19,1,18,1,19,,,
K22,14.2.1,UX1993,,UX1993-41,2,20,1,20,3,19,0,18,0,15,,,
K22,14.2.2,UX1993,,UX1993-37,3,17,3,14,1,18,2,18,2,16,,,
K22,14.2.3,UX1993,,UX1993-192,0,22,3,17,1,21,0,20,0,20,,,4 1 pos abort
K22,14.2.4,UX1993,,UX1993-14,2,23,2,18,3,19,2,18,0,17,,,
K22,14.3.1,UX1993,,UX1993-156,1,20,2,18,3,15,0,17,3,16,,,
K22,14.3.2,UX1993,,UX1993-8,2,20,1,20,4,16,1,22,1,22,,,
K22,14.3.3,Parent,,MPV57,1,20,0,24,0,20,1,22,1,23,,,
K22,14.3.4,UX1993,,UX1993-19,1,23,1,22,2,16,1,22,1,18,,,
K22,14.4.1,UX1993,,UX1993-16,2,15,1,19,1,18,1,18,2,16,,,
K22,14.4.2,Parent,,AGS2000,1,19,0,21,0,20,2,17,2,18,,,
K22,14.4.3,UX1993,,UX1993-47,0,22,0,19,1,17,1,19,2,18,,,
K22,14.4.4,UX1993,,UX1993-23,3,17,4,14,3,17,2,17,1,15,,,
K22,14.5.1,UX1993,,UX1993-48,1,19,3,15,1,24,0,21,0,19,,,
K22,14.5.2,UX1993,,UX1993-45,1,18,2,18,0,20,1,18,0,20,,,
K22,14.5.3,UX1993,,UX1993-6,2,19,2,21,1,21,2,22,1,22,,,
K22,14.5.4,UX1993,,UX1993-193,1,17,1,16,2,15,2,16,2,16,,,bad looking
K22,14.6.1,UX1993,,UX1993-35,1,14,1,16,2,16,4,14,1,18,,,
K22,14.6.2,Parent,,LA09264C-P2,2,16,3,15,3,15,2,16,1,14,,,
K22,14.6.3,UX1993,,UX1993-52,2,23,3,20,1,24,2,20,2,22,,,
K22,14.6.4,UX1993,,UX1993-3,0,21,0,21,1,18,1,14,2,13,,,
K22,14.7.1,UX1993,,UX1993-172,1,17,2,17,1,21,1,14,1,20,,,
K22,14.7.2,UX1993,,UX1993-40,1,20,2,18,2,19,2,20,2,16,,,
K22,14.7.3,Parent,,GA06493-13LE6,1,22,1,20,1,22,3,21,3,20,,,
K22,14.7.4,UX1993,,UX1993-42,0,22,2,19,0,17,0,23,0,24,,,
K22,14.8.1,UX1993,,UX1993-34,1,23,2,22,1,23,2,22,3,17,,,
K22,14.8.2,Parent,,GA00190-7A14,3,17,1,20,1,17,2,15,1,15,,,
K22,14.8.3,UX1993,,UX1993-32,1,21,2,18,1,15,0,13,0,9,,,4 broken at base
K22,14.8.4,UX1993,,UX1993-18,3,17,2,19,1,19,1,20,2,19,,,
K22,14.9.1,UX1993,,UX1993-21,1,20,2,20,2,18,1,18,3,9,,,
K22,14.9.2,UX1993,,UX1993-170,0,20,2,18,2,16,2,17,0,14,,,1&5 broken at base
K22,14.9.3,UX1993,,UX1993-10,3,24,2,22,2,24,3,20,3,21,,,
K22,14.9.4,UX1993,,UX1993-29,3,15,5,12,0,19,1,14,0,13,,,4&5 broken at base
K22,14.10.1,UX1993,,UX1993-51,0,22,2,19,2,18,2,14,,,,,1 broken at base
K22,14.10.2,UX1993,,UX1993-7,2,17,3,16,3,17,1,18,2,18,,,
K22,14.10.3,Parent,,ARGA051160-14LE31,3,16,3,19,2,19,3,19,3,21,,,
K22,14.10.4,UX1993,,UX1993-56,2,19,0,18,2,15,0,20,1,18,,,
K22,14.11.1,UX1993,,UX1993-38,5,19,2,24,3,21,1,25,6,16,,,
K22,14.11.2,UX1993,,UX1993-30,3,11,4,13,1,18,1,18,2,17,,,
K22,14.11.3,Parent,,NC08-23383,1,19,2,18,3,15,2,18,1,16,,,
K22,14.11.4,UX1993,,UX1993-188,4,15,2,17,2,19,1,17,1,19,,,
K22,14.12.1,UX1993,,UX1993-57,1,16,1,17,1,20,3,14,1,,,,
K22,14.12.2,Parent,,GA001138-8E36,2,19,1,21,0,23,2,20,2,19,,,
K22,14.12.3,UX1993,,UX1993-44,0,16,2,15,0,18,3,13,2,18,,,1 +1 ab/he; 2 +1ab/he
K22,14.12.4,UX1993,,UX1993-11,2,18,0,19,3,17,4,17,0,19,,,2 +2 ab/he; 5 +1 ab/he
K22,14.13.1,UX1993,,UX1993-5,2,18,1,17,1,16,3,17,1,15,,,3+1ab/he; 5 +4 ab/he
K22,14.13.2,UX1993,,UX1993-163,2,20,2,21,3,18,1,23,1,22,,,
K22,14.13.3,Parent,,SS8641,2,18,0,23,2,20,1,20,2,17,,,
K22,14.13.4,UX1993,,UX1993-31,3,22,2,24,2,23,0,27,0,9,,,5 missing top
K22,14.14.1,UX1993,,UX1993-49,1,19,2,18,1,20,1,19,1,20,,,
K22,14.14.2,UX1993,,UX1993-13,2,16,0,21,0,17,0,18,0,18,,,3 +1ab/he; 4 +1 ab/he; 5+1ab/he
K22,14.14.3,UX1993,,UX1993-2,3,19,3,18,0,20,4,16,2,17,,,3+1ab/he
K22,14.14.4,UX1993,,UX1993-186,2,16,5,14,2,16,2,15,2,16,,,
K22,14.15.1,UX1993,,UX1993-55,2,18,1,20,3,20,3,18,1,22,,,
K22,14.15.2,Parent,,NC8248-1,1,17,2,14,2,15,2,16,3,13,,,
K22,14.15.3,UX1993,,UX1993-22,1,15,2,17,2,14,1,18,3,16,,,
K22,14.15.4,UX1993,,UX1993-17,2,17,0,19,3,16,3,16,2,16,,,
K22,14.16.1,UX1993,,UX1993-26,1,16,2,17,1,16,0,20,0,18,,,
K22,14.16.2,UX1993,,UX1993-59,3,19,2,23,0,24,4,20,2,23,,,
K22,14.16.3,Parent,,Hilliard,2,16,2,19,4,18,3,16,4,16,,,
K22,14.16.4,UX1993,,UX1993-175,3,14,0,22,3,18,3,16,3,15,,,
K22,14.17.1,UX1993,,UX1993-177,1,17,2,16,2,16,1,19,2,17,,,
K22,14.17.2,Parent,,GA05450-EL52,4,11,0,19,1,20,1,16,2,14,,,
K22,14.17.3,UX1993,,UX1993-24,2,17,2,17,1,17,1,19,2,20,,,
K22,14.17.4,UX1993,,UX1993-4,2,15,2,17,0,19,1,16,1,17,,,
K22,14.18.1,UX1993,,UX1993-1,1,14,3,17,2,18,2,16,2,15,,,
K22,14.18.2,UX1993,,UX1993-50,2,15,2,19,1,18,1,17,0,20,,,
K22,14.18.3,UX1993,,UX1993-9,2,16,2,16,1,16,2,15,1,19,,,
K22,14.18.4,UX1993,,UX1993-197,1,18,2,16,0,21,2,18,0,20,,,
K22,14.19.1,UX1993,,UX1993-189,1,18,1,18,0,18,1,17,2,17,,,
K22,14.19.2,Parent,,TX12D4896,0,20,1,18,2,19,2,19,1,19,,,
K22,14.19.3,UX1993,,UX1993-191,4,19,3,20,3,19,3,20,3,20,,,
K22,14.19.4,UX1993,,UX1993-33,2,16,0,18,0,18,3,16,0,18,,,
K22,14.20.1,UX1993,,UX1993-28,1,19,2,20,0,19,1,21,2,18,,,
K22,14.20.2,UX1993,,UX1993-43,3,15,2,16,1,18,3,16,,,,,0/14 but broken
K22,14.20.3,UX1993,,UX1993-25,0,23,0,24,1,21,1,23,1,22,,,
K22,14.20.4,UX1993,,UX1993-173,2,16,1,18,3,16,1,18,1,19,,,
K22,16.1.2,UX2029,,UX2029-70,,,,,,,,,,,,,
K22,16.1.3,UX2029,,UX2029-92,,,,,,,,,,,,,
K22,16.1.4,UX2029,,UX2029-31,,,,,,,,,,,,,
K22,16.2.1,UX2029,,UX2029-4,,,,,,,,,,,,,
K22,16.2.2,UX2029,,UX2029-155,,,,,,,,,,,,,
K22,16.2.3,UX2029,,UX2029-55,,,,,,,,,,,,,
K22,16.2.4,Parent,,AGS2000,,,,,,,,,,,,,
K22,16.3.1,UX2029,,UX2029-60,,,,,,,,,,,,,
K22,16.3.2,Parent,,NC8248-1,,,,,,,,,,,,,
K22,16.3.3,UX2029,,UX2029-12,,,,,,,,,,,,,
K22,16.3.4,UX2029,,UX2029-1,,,,,,,,,,,,,
K22,16.4.1,Parent,,SS8641,,,,,,,,,,,,,
K22,16.4.2,UX2029,,UX2029-106,,,,,,,,,,,,,
K22,16.4.3,UX2029,,UX2029-118,,,,,,,,,,,,,
K22,16.4.4,UX2029,,UX2029-49,,,,,,,,,,,,,
K22,16.5.1,UX2029,,UX2029-5,,,,,,,,,,,,,
K22,16.5.2,UX2029,,UX2029-9,,,,,,,,,,,,,
K22,16.5.3,UX2029,,UX2029-23,,,,,,,,,,,,,
K22,16.5.4,UX2029,,UX2029-130,,,,,,,,,,,,,
K22,16.6.1,UX2029,,UX2029-199,,,,,,,,,,,,,
K22,16.6.2,UX2029,,UX2029-85,,,,,,,,,,,,,
K22,16.6.3,Parent,,MPV57,,,,,,,,,,,,,
K22,16.6.4,UX2029,,UX2029-114,,,,,,,,,,,,,
K22,16.7.1,UX2029,,UX2029-82,,,,,,,,,,,,,
K22,16.7.2,UX2029,,UX2029-186,,,,,,,,,,,,,
K22,16.7.3,UX2029,,UX2029-13,,,,,,,,,,,,,
K22,16.7.4,UX2029,,UX2029-121,,,,,,,,,,,,,
K22,16.8.1,UX2029,,UX2029-113,,,,,,,,,,,,,
K22,16.8.2,UX2029,,UX2029-33,,,,,,,,,,,,,
K22,16.8.3,UX2029,,UX2029-116,,,,,,,,,,,,,
K22,16.8.4,UX2029,,UX2029-91,,,,,,,,,,,,,
K22,16.9.1,Parent,,NC08-23383,,,,,,,,,,,,,
K22,16.9.2,UX2029,,UX2029-10,,,,,,,,,,,,,
K22,16.9.3,UX2029,,UX2029-32,,,,,,,,,,,,,
K22,16.9.4,UX2029,,UX2029-163,,,,,,,,,,,,,
K22,16.10.1,UX2029,,UX2029-168,,,,,,,,,,,,,
K22,16.10.2,UX2029,,UX2029-45,,,,,,,,,,,,,
K22,16.10.3,UX2029,,UX2029-117,,,,,,,,,,,,,
K22,16.10.4,UX2029,,UX2029-19,,,,,,,,,,,,,
K22,16.11.1,UX2029,,UX2029-83,,,,,,,,,,,,,
K22,16.11.2,UX2029,,UX2029-145,,,,,,,,,,,,,
K22,16.11.3,UX2029,,UX2029-22,,,,,,,,,,,,,
K22,16.11.4,Parent,,GA05450-EL52,,,,,,,,,,,,,
K22,16.12.1,UX2029,,UX2029-96,,,,,,,,,,,,,
K22,16.12.2,Parent,,GA00190-7A14,,,,,,,,,,,,,
K22,16.12.3,UX2029,,UX2029-35,,,,,,,,,,,,,
K22,16.12.4,UX2029,,UX2029-139,,,,,,,,,,,,,
K22,16.13.1,Parent,,GA06493-13LE6,,,,,,,,,,,,,
K22,16.13.2,UX2029,,UX2029-76,,,,,,,,,,,,,
K22,16.13.3,UX2029,,UX2029-61,,,,,,,,,,,,,
K22,16.13.4,UX2029,,UX2029-161,,,,,,,,,,,,,
K22,16.14.1,UX2029,,UX2029-180,,,,,,,,,,,,,
K22,16.14.2,UX2029,,UX2029-134,,,,,,,,,,,,,
K22,16.14.3,UX2029,,UX2029-147,,,,,,,,,,,,,
K22,16.14.4,UX2029,,UX2029-159,,,,,,,,,,,,,
K22,16.15.1,UX2029,,UX2029-41,,,,,,,,,,,,,
K22,16.15.2,UX2029,,UX2029-98,,,,,,,,,,,,,
K22,16.15.3,Parent,,GA001138-8E36,,,,,,,,,,,,,
K22,16.15.4,UX2029,,UX2029-192,,,,,,,,,,,,,
K22,16.16.1,UX2029,,UX2029-89,,,,,,,,,,,,,
K22,16.16.2,Parent,,Hilliard,,,,,,,,,,,,,
K22,16.16.3,UX2029,,UX2029-53,,,,,,,,,,,,,
K22,16.16.4,UX2029,,UX2029-72,,,,,,,,,,,,,
K22,16.17.1,Parent,,TX12D4896,,,,,,,,,,,,,
K22,16.17.2,UX2029,,UX2029-30,,,,,,,,,,,,,
K22,16.17.3,UX2029,,UX2029-132,,,,,,,,,,,,,
K22,16.17.4,UX2029,,UX2029-125,,,,,,,,,,,,,
K22,16.18.1,UX2029,,UX2029-29,,,,,,,,,,,,,
K22,16.18.2,UX2029,,UX2029-66,,,,,,,,,,,,,
K22,16.18.3,UX2029,,UX2029-184,,,,,,,,,,,,,
K22,16.18.4,Parent,,ARGA051160-14LE31,,,,,,,,,,,,,
K22,16.19.1,UX2029,,UX2029-73,,,,,,,,,,,,,
K22,16.19.2,UX2029,,UX2029-18,,,,,,,,,,,,,
K22,16.19.3,UX2029,,UX2029-51,,,,,,,,,,,,,
K22,16.19.4,UX2029,,UX2029-75,,,,,,,,,,,,,
K22,16.20.1,Parent,,LA09264C-P2,,,,,,,,,,,,,
K22,16.20.2,UX2029,,UX2029-127,,,,,,,,,,,,,
K22,16.20.3,UX2029,,UX2029-36,,,,,,,,,,,,,
K22,16.20.4,UX2029,,UX2029-131,,,,,,,,,,,,,
K22,17.1.1,Marker,,Barley,,,,,,,,,,,,,
K22,17.1.2,UX2029,,UX2029-62,,,,,,,,,,,,,
K22,17.1.3,UX2029,,UX2029-178,,,,,,,,,,,,,
K22,17.1.4,UX2029,,UX2029-99,,,,,,,,,,,,,
K22,17.2.1,UX2029,,UX2029-63,,,,,,,,,,,,,
K22,17.2.2,UX2029,,UX2029-119,,,,,,,,,,,,,
K22,17.2.3,UX2029,,UX2029-71,,,,,,,,,,,,,
K22,17.2.4,Parent,,ARGA051160-14LE31,,,,,,,,,,,,,
K22,17.3.1,Parent,,TX12D4896,,,,,,,,,,,,,
K22,17.3.2,UX2029,,UX2029-37,,,,,,,,,,,,,
K22,17.3.3,Parent,,LA09264C-P2,,,,,,,,,,,,,
K22,17.3.4,UX2029,,UX2029-50,,,,,,,,,,,,,
K22,17.4.1,UX2029,,UX2029-77,,,,,,,,,,,,,
K22,17.4.2,Parent,,MPV57,,,,,,,,,,,,,
K22,17.4.3,UX2029,,UX2029-94,,,,,,,,,,,,,
K22,17.4.4,UX2029,,UX2029-191,,,,,,,,,,,,,
K22,17.5.1,UX2029,,UX2029-208,,,,,,,,,,,,,
K22,17.5.2,UX2029,,UX2029-129,,,,,,,,,,,,,
K22,17.5.3,UX2029,,UX2029-204,,,,,,,,,,,,,
K22,17.5.4,UX2029,,UX2029-142,,,,,,,,,,,,,
K22,17.6.1,UX2029,,UX2029-90,,,,,,,,,,,,,
K22,17.6.2,UX2029,,UX2029-38,,,,,,,,,,,,,
K22,17.6.3,Parent,,GA06493-13LE6,,,,,,,,,,,,,
K22,17.6.4,UX2029,,UX2029-80,,,,,,,,,,,,,
K22,17.7.1,UX2029,,UX2029-120,,,,,,,,,,,,,
K22,17.7.2,UX2029,,UX2029-4.6,,,,,,,,,,,,,
K22,17.7.3,UX2029,,UX2029-111,,,,,,,,,,,,,
K22,17.7.4,UX2029,,UX2029-54,,,,,,,,,,,,,
K22,17.8.1,Parent,,GA001138-8E36,,,,,,,,,,,,,
K22,17.8.2,UX2029,,UX2029-176,,,,,,,,,,,,,
K22,17.8.3,UX2029,,UX2029-143,,,,,,,,,,,,,
K22,17.8.4,UX2029,,UX2029-166,,,,,,,,,,,,,
K22,17.9.1,UX2029,,UX2029-110,,,,,,,,,,,,,
K22,17.9.2,UX2029,,UX2029-21,,,,,,,,,,,,,
K22,17.9.3,UX2029,,UX2029-153,,,,,,,,,,,,,
K22,17.9.4,Parent,,GA05450-EL52,,,,,,,,,,,,,
K22,17.10.1,UX2029,,UX2029-206,,,,,,,,,,,,,
K22,17.10.2,UX2029,,UX2029-148,,,,,,,,,,,,,
K22,17.10.3,UX2029,,UX2029-6,,,,,,,,,,,,,
K22,17.10.4,UX2029,,UX2029-124,,,,,,,,,,,,,
K22,17.11.1,UX2029,,UX2029-15,,,,,,,,,,,,,
K22,17.11.2,Parent,,Hilliard,,,,,,,,,,,,,
K22,17.11.3,UX2029,,UX2029-28,,,,,,,,,,,,,
K22,17.11.4,UX2029,,UX2029-42,,,,,,,,,,,,,
K22,17.12.1,UX2029,,UX2029-26,,,,,,,,,,,,,
K22,17.12.2,UX2029,,UX2029-3,,,,,,,,,,,,,
K22,17.12.3,UX2029,,UX2029-205,,,,,,,,,,,,,
K22,17.12.4,Parent,,NC08-23383,,,,,,,,,,,,,
K22,17.13.1,Parent,,GA00190-7A14,,,,,,,,,,,,,
K22,17.13.2,UX2029,,UX2029-56,,,,,,,,,,,,,
K22,17.13.3,UX2029,,UX2029-44,,,,,,,,,,,,,
K22,17.13.4,UX2029,,UX2029-69,,,,,,,,,,,,,
K22,17.14.1,UX2029,,UX2029-190,,,,,,,,,,,,,
K22,17.14.2,UX2029,,UX2029-122,,,,,,,,,,,,,
K22,17.14.3,UX2029,,UX2029-151,,,,,,,,,,,,,
K22,17.14.4,UX2029,,UX2029-87,,,,,,,,,,,,,
K22,17.15.1,UX2029,,UX2029-123,,,,,,,,,,,,,
K22,17.15.2,UX2029,,UX2029-88,,,,,,,,,,,,,
K22,17.15.3,Parent,,NC8248-1,,,,,,,,,,,,,
K22,17.15.4,UX2029,,UX2029-58,,,,,,,,,,,,,
K22,17.16.1,UX2029,,UX2029-102,,,,,,,,,,,,,
K22,17.16.2,UX2029,,UX2029-156,,,,,,,,,,,,,
K22,17.16.3,UX2029,,UX2029-11,,,,,,,,,,,,,
K22,17.16.4,UX2029,,UX2029-173,,,,,,,,,,,,,
K22,17.17.1,UX2029,,UX2029-68,,,,,,,,,,,,,
K22,17.17.2,Parent,,AGS2000,,,,,,,,,,,,,
K22,17.17.3,UX2029,,UX2029-157,,,,,,,,,,,,,
K22,17.17.4,UX2029,,UX2029-97,,,,,,,,,,,,,
K22,17.18.1,UX2029,,UX2029-26,,,,,,,,,,,,,
K22,17.18.2,UX2029,,UX2029-198,,,,,,,,,,,,,
K22,17.18.3,Parent,,SS8641,,,,,,,,,,,,,
K22,17.18.4,UX2029,,UX2029-95,,,,,,,,,,,,,
K22,17.19.1,UX2029,,UX2029-65,,,,,,,,,,,,,
K22,17.19.2,UX2029,,UX2029-34,,,,,,,,,,,,,
K22,17.19.3,UX2029,,UX2029-14,,,,,,,,,,,,,
K22,17.19.4,UX2029,,UX2029-128,,,,,,,,,,,,,
K22,17.20.1,UX2029,,UX2029-43,,,,,,,,,,,,,
K22,17.20.2,UX2029,,UX2029-39,,,,,,,,,,,,,
K22,17.20.3,UX2029,,UX2029-135,,,,,,,,,,,,,
K22,17.20.4,UX2029,,UX2029-24,,,,,,,,,,,,,
K22,21.1.2,UX1991,,UX1991-59,,,,,,,,,,,,,
K22,21.1.3,UX1991,,UX1991-3,,,,,,,,,,,,,
K22,21.1.4,UX1991,,UX1991-22,,,,,,,,,,,,,
K22,21.2.1,UX1991,,UX1991-188,,,,,,,,,,,,,
K22,21.2.2,UX1991,,UX1991-10,,,,,,,,,,,,,
K22,21.2.3,Parent,,NC8248-1,,,,,,,,,,,,,
K22,21.2.4,UX1991,,UX1991-58,,,,,,,,,,,,,
K22,21.3.1,UX1991,,UX1991-30,,,,,,,,,,,,,
K22,21.3.2,UX1991,,UX1991-79,,,,,,,,,,,,,
K22,21.3.3,UX1991,,UX1991-5,,,,,,,,,,,,,
K22,21.3.4,UX1991,,UX1991-39,,,,,,,,,,,,,
K22,21.4.1,UX1991,,UX1991-55,,,,,,,,,,,,,
K22,21.4.2,Parent,,AGS2000,,,,,,,,,,,,,
K22,21.4.3,UX1991,,UX1991-29,,,,,,,,,,,,,
K22,21.4.4,UX1991,,UX1991-81,,,,,,,,,,,,,
K22,21.5.1,Parent,,MPV57,,,,,,,,,,,,,
K22,21.5.2,UX1991,,UX1991-80,,,,,,,,,,,,,
K22,21.5.3,UX1991,,UX1991-7,,,,,,,,,,,,,
K22,21.5.4,UX1991,,UX1991-38,,,,,,,,,,,,,
K22,21.6.1,UX1991,,UX1991-78,,,,,,,,,,,,,
K22,21.6.2,UX1991,,UX1991-2,,,,,,,,,,,,,
K22,21.6.3,UX1991,,UX1991-17,,,,,,,,,,,,,
K22,21.6.4,UX1991,,UX1991-67,,,,,,,,,,,,,
K22,21.7.1,UX1991,,UX1991-83,,,,,,,,,,,,,
K22,21.7.2,UX1991,,UX1991-23,,,,,,,,,,,,,
K22,21.7.3,UX1991,,UX1991-70,,,,,,,,,,,,,
K22,21.7.4,Parent,,Hilliard,,,,,,,,,,,,,
K22,21.8.1,UX1991,,UX1991-12,,,,,,,,,,,,,
K22,21.8.2,UX1991,,UX1991-52,,,,,,,,,,,,,
K22,21.8.3,UX1991,,UX1991-13,,,,,,,,,,,,,
K22,21.8.4,UX1991,,UX1991-21,,,,,,,,,,,,,
K22,21.9.1,UX1991,,UX1991-196,,,,,,,,,,,,,
K22,21.9.2,Parent,,NC08-23383,,,,,,,,,,,,,
K22,21.9.3,UX1991,,UX1991-64,,,,,,,,,,,,,
K22,21.9.4,Parent,,ARGA051160-14LE31,,,,,,,,,,,,,
K22,21.10.1,UX1991,,UX1991-44,,,,,,,,,,,,,
K22,21.10.2,UX1991,,UX1991-48,,,,,,,,,,,,,
K22,21.10.3,UX1991,,UX1991-82,,,,,,,,,,,,,
K22,21.10.4,UX1991,,UX1991-181,,,,,,,,,,,,,
K22,21.11.1,UX1991,,UX1991-47,,,,,,,,,,,,,
K22,21.11.2,UX1991,,UX1991-37,,,,,,,,,,,,,
K22,21.11.3,UX1991,,UX1991-43,,,,,,,,,,,,,
K22,21.11.4,UX1991,,UX1991-41,,,,,,,,,,,,,
K22,21.12.1,UX1991,,UX1991-9,,,,,,,,,,,,,
K22,21.12.2,UX1991,,UX1991-14,,,,,,,,,,,,,
K22,21.12.3,UX1991,,UX1991-42,,,,,,,,,,,,,
K22,21.12.4,Parent,,LA09264C-P2,,,,,,,,,,,,,
K22,21.13.1,Parent,,TX12D4896,,,,,,,,,,,,,
K22,21.13.2,UX1991,,UX1991-62,,,,,,,,,,,,,
K22,21.13.3,UX1991,,UX1991-6,,,,,,,,,,,,,
K22,21.13.4,UX1991,,UX1991-11,,,,,,,,,,,,,
K22,21.14.1,UX1991,,UX1991-69,,,,,,,,,,,,,
K22,21.14.2,UX1991,,UX1991-18,,,,,,,,,,,,,
K22,21.14.3,Parent,,GA06493-13LE6,,,,,,,,,,,,,
K22,21.14.4,UX1991,,UX1991-60,,,,,,,,,,,,,
K22,21.15.1,UX1991,,UX1991-8,,,,,,,,,,,,,
K22,21.15.2,UX1991,,UX1991-34,,,,,,,,,,,,,
K22,21.15.3,UX1991,,UX1991-199,,,,,,,,,,,,,
K22,21.15.4,UX1991,,UX1991-51,,,,,,,,,,,,,
K22,21.16.1,UX1991,,UX1991-74,,,,,,,,,,,,,
K22,21.16.2,UX1991,,UX1991-20,,,,,,,,,,,,,
K22,21.16.3,Parent,,GA05450-EL52,,,,,,,,,,,,,
K22,21.16.4,UX1991,,UX1991-73,,,,,,,,,,,,,
K22,21.17.1,UX1991,,UX1991-71,,,,,,,,,,,,,
K22,21.17.2,Parent,,GA00190-7A14,,,,,,,,,,,,,
K22,21.17.3,UX1991,,UX1991-182,,,,,,,,,,,,,
K22,21.17.4,UX1991,,UX1991-53,,,,,,,,,,,,,
K22,21.18.1,UX1991,,UX1991-36,,,,,,,,,,,,,
K22,21.18.2,UX1991,,UX1991-177,,,,,,,,,,,,,
K22,21.18.3,UX1991,,UX1991-75,,,,,,,,,,,,,
K22,21.18.4,UX1991,,UX1991-35,,,,,,,,,,,,,
K22,21.19.1,UX1991,,UX1991-63,,,,,,,,,,,,,
K22,21.19.2,UX1991,,UX1991-25,,,,,,,,,,,,,
K22,21.19.3,UX1991,,UX1991-1,,,,,,,,,,,,,
K22,21.19.4,Parent,,SS8641,,,,,,,,,,,,,
K22,21.20.1,Parent,,GA001138-8E36,,,,,,,,,,,,,
K22,21.20.2,UX1991,,UX1991-4,,,,,,,,,,,,,
K22,21.20.3,UX1991,,UX1991-72,,,,,,,,,,,,,
K22,21.20.4,UX1991,,UX1991-19,,,,,,,,,,,,,
K22,26.1.2,UX1993,,UX1993-142,2,16,2,18,1,18,2,14,1,16,,,
K22,26.1.3,UX1993,,UX1993-94,2,15,2,16,1,16,2,15,1,17,,,
K22,26.1.4,UX1993,,UX1993-127,2,21,1,21,3,19,6,15,0,17,,,5 broken at base
K22,26.2.1,UX1993,,UX1993-99,1,18,0,21,0,21,2,19,1,17,,,1 2 3 broken at base
K22,26.2.2,UX1993,,UX1993-76,0,15,2,15,2,15,2,15,1,17,,,1 broken at base
K22,26.2.3,UX1993,,UX1993-106,2,19,0,17,2,18,2,17,2,17,,,
K22,26.2.4,UX1993,,UX1993-140,0,15,3,19,3,17,1,16,3,18,,,1 4 broken at base
K22,26.3.1,UX1993,,UX1993-115,1,20,3,22,3,17,3,21,2,18,,,
K22,26.3.2,UX1993,,UX1993-72,0,22,0,24,0,25,0,22,1,22,,,1 4 broken at base
K22,26.3.3,UX1993,,UX1993-79,3,14,1,16,2,15,2,15,2,15,,,
K22,26.3.4,UX1993,,UX1993-112,0,16,0,13,0,14,0,19,0,11,,,1 2 3 5 broken at base
K22,26.4.1,UX1993,,UX1993-118,1,20,0,19,0,16,0,15,2,17,,,3 4 broken at base
K22,26.4.2,Parent,,GA05450-EL52,0,19,0,22,2,18,1,19,0,18,,,5 broken at base
K22,26.4.3,Parent,,GA06493-13LE6,0,19,2,17,0,21,1,22,2,17,,,1 broken at base
K22,26.4.4,UX1993,,UX1993-104,0,22,0,21,2,21,1,22,1,23,,,
K22,26.5.1,Parent,,GA00190-7A14,1,19,0,21,1,19,0,18,2,19,,,
K22,26.5.2,UX1993,,UX1993-93,4,15,1,17,4,15,1,16,3,17,,,2 4 broken at base
K22,26.5.3,UX1993,,UX1993-98,1,18,3,21,1,20,2,18,2,19,,,
K22,26.5.4,UX1993,,UX1993-139,1,9,0,13,1,16,3,14,1,15,,,2 broken at base
K22,26.6.1,UX1993,,UX1993-90,2,16,2,17,2,17,0,16,1,16,,,5 broken at base
K22,26.6.2,UX1993,,UX1993-68,1,20,1,19,2,19,1,20,1,19,,,
K22,26.6.3,Parent,,ARGA051160-14LE31,0,21,1,21,2,21,0,19,1,21,,,1 4 broken at base
K22,26.6.4,UX1993,,UX1993-159,1,19,1,18,2,15,2,19,2,17,,,3 broken at base
K22,26.7.1,UX1993,,UX1993-97,2,16,2,15,0,18,1,20,2,17,,,3 broken at base
K22,26.7.2,UX1993,,UX1993-71,1,20,3,18,2,20,1,19,2,17,,,
K22,26.7.3,UX1993,,UX1993-105,1,19,0,16,1,20,2,19,2,16,,,
K22,26.7.4,UX1993,,UX1993-63,4,15,3,17,3,15,2,18,2,17,,,
K22,26.8.1,UX1993,,UX1993-131,1,16,1,17,0,14,1,18,2,22,,,3 broken at base
K22,26.8.2,Parent,,TX12D4896,0,17,2,16,0,17,2,17,0,17,,,1 3 5 broken at base
K22,26.8.3,Parent,,MPV57,1,17,1,23,0,23,1,21,1,19,,,1 5 broken at base
K22,26.8.4,UX1993,,UX1993-119,0,19,0,19,0,21,0,16,0,12,,,4 5 broken at base
K22,26.9.1,UX1993,,UX1993-103,2,21,1,19,2,19,0,20,3,15,,,
K22,26.9.2,UX1993,,UX1993-114,1,18,1,19,2,15,3,16,1,18,,,
K22,26.9.3,UX1993,,UX1993-62,3,15,0,21,2,13,0,13,4,14,,,
