id,p,LOG,chr,pos,FDR,bon,trait
S2A_526726,7.313669856293878e-9,8.135864647884476,2A,526726,1.9578965081960055e-6,1.057264114425843e-4,days_to_head
S2A_705425,2.5344128354703237e-7,6.596122640611505,2A,705425,3.939513112855806e-5,0.0036637471949559,days_to_head
S2A_705427,1.4542654125533872e-9,8.83735632477806,2A,705427,4.4729491072067585e-7,2.1022860803871766e-5,days_to_head
S2A_718152,8.724207038672222e-8,7.0592740365039335,2A,718152,1.55700169075365e-5,0.0012611713695104565,days_to_head
S2A_3600808,3.4721366049448387e-9,8.459403196627264,2A,3600808,9.841805247271095e-7,5.0193206761082585e-5,days_to_head
S2A_7329106,2.493339119055483e-10,9.603218649086102,2A,7329106,8.581835786920491e-8,3.6043710305066065e-6,days_to_head
S2A_7329139,7.219947274447805e-8,7.141465973967755,2A,7329139,1.321158959486297e-5,0.0010437155779941746,days_to_head
S2A_7415126,2.1643111383838108e-8,7.664680305501702,2A,7415126,4.534388669054546e-6,3.128728181647637e-4,days_to_head
S2A_7415143,5.3031989345314787e-8,7.275462081244853,2A,7415143,1.0087242604945666e-5,7.666304379758705e-4,days_to_head
S2A_8174676,4.40993577011126e-7,6.355567735903906,2A,8174676,6.382354437919799e-5,0.006375003149272837,days_to_head
S2A_11333536,1.6288828788337805e-12,11.788110141538532,2A,11333536,1.070324131655506e-9,2.354713089642113e-8,days_to_head
S2A_11333604,1.479137142196661e-8,7.829991557349948,2A,11333604,3.4148998857953208e-6,2.138240652759493e-4,days_to_head
S2A_11902053,3.3529715405632936e-8,7.474570132771231,2A,11902053,6.639802272655201e-6,4.8470556590382975e-4,days_to_head
S2A_13437107,1.4242441688289352e-9,8.846415549965437,2A,13437107,4.4729491072067585e-7,2.0588873704591087e-5,days_to_head
S2A_14299680,3.0901274861649303e-7,6.510023602971336,2A,14299680,4.60524566391755e-5,0.004467088294000023,days_to_head
S2A_15283954,5.494166575799086e-7,6.260098177486684,2A,15283954,7.711036118422483e-5,0.007942367201975158,days_to_head
S2A_15906110,1.1432091098778303e-8,7.9418743234456475,2A,15906110,2.8010560834565954e-6,1.6526230892393914e-4,days_to_head
S2A_18363685,1.9685470586930883e-12,11.70585419881307,2A,18363685,1.2372746208898818e-9,2.8457316280467286e-8,days_to_head
S2A_18368777,6.578489830240907e-8,7.181873792353728,2A,18368777,1.2192134485379816e-5,9.509864898596255e-4,days_to_head
S2A_19331903,2.6431128113969145e-8,7.577884300235065,2A,19331903,5.38152659176814e-6,3.8208838801553793e-4,days_to_head
S2A_20729783,2.132247146175114e-6,5.671162458182358,2A,20729783,2.568647062092288e-4,0.03082376474510745,days_to_head
S2A_20855435,1.019044120475078e-7,6.991807012397836,2A,20855435,1.774855639227437e-5,0.0014731301805587728,days_to_head
S2A_22248135,1.1354399668171442e-8,7.944835822931941,2A,22248135,2.8010560834565954e-6,1.6413920160308635e-4,days_to_head
S2A_25055002,2.579387323838352e-12,11.588483438794373,2A,25055002,1.553650964725301e-9,3.728762315340722e-8,days_to_head
S2A_25546532,8.266935187337147e-7,6.082655467221892,2A,25546532,1.0963927987903283e-4,0.01195068150681458,days_to_head
S2A_27095096,2.2775786755021832e-7,6.6425266120514275,2A,27095096,3.5787692753325605e-5,0.003292467733305956,days_to_head
S2A_28784613,2.1555173100870026e-8,7.666448485152899,2A,28784613,4.534388669054546e-6,3.116015823461771e-4,days_to_head
S2A_31903166,2.982538209538089e-6,5.525413983840268,2A,31903166,3.368404090397079e-4,0.04311557235708261,days_to_head
S2A_32024940,1.919414403172162e-18,17.716831250599913,2A,32024940,3.963864944608111e-15,2.7747054612256774e-14,days_to_head
S2A_32504100,3.161029936080041e-22,21.500171391217425,2A,32504100,1.523194958532436e-18,4.569584875597307e-18,days_to_head
S2A_32527821,2.8964651025381296e-14,13.538131699640816,2A,32527821,2.791419968152747e-11,4.18712995222912e-10,days_to_head
S2A_32542114,2.73682315494018e-15,14.56275326445139,2A,32542114,3.0138178172455603e-12,3.956351552781524e-11,days_to_head
S2A_32886888,3.3814097749773503e-9,8.470902196218006,2A,32886888,9.776331941414516e-7,4.8881659707072575e-5,days_to_head
S2A_32886891,1.6907658234278162e-13,12.77191653943701,2A,32886891,1.4377476907925007e-10,2.444171074347251e-9,days_to_head
S2A_32941943,1.405063470550269e-18,17.85230405704919,2A,32941943,3.3852662550457817e-15,2.031159753027469e-14,days_to_head
S2A_35492273,2.1772622397337197e-11,10.662089259332662,2A,35492273,1.0355891285614297e-8,3.147450293759065e-7,days_to_head
S2A_35574163,1.5664888382912383e-11,10.805072695251344,2A,35574163,8.087558087977908e-9,2.264516264633814e-7,days_to_head
S2A_35877259,1.866239549901613e-15,14.729032611113011,2A,35877259,2.504183415729431e-12,2.697835893337772e-11,days_to_head
S2A_35916771,2.9187499613612232e-15,14.534803107839057,2A,35916771,3.0138178172455603e-12,4.2193449441437845e-11,days_to_head
S2A_36134675,4.978804839134601e-22,21.302874897011964,2A,36134675,1.7993400688632447e-18,7.197360275452979e-18,days_to_head
S2A_36389629,1.114532756019372e-6,5.952907163119667,2A,36389629,1.4010161322622645e-4,0.01611168552101604,days_to_head
S2A_36399512,2.585090143940958e-6,5.587524308147002,2A,36399512,2.9658780254611497e-4,0.03737006312081049,days_to_head
S2A_38469287,1.4094446823556227e-7,6.8509519645736106,2A,38469287,2.3153332191060094e-5,0.002037493232813288,days_to_head
S2A_42030549,1.834958122720164e-19,18.73637384273564,2A,42030549,5.305230924408538e-16,2.652615462204269e-15,days_to_head
S2A_42194544,8.234637640125384e-9,8.084355506920026,2A,42194544,2.1643622131936826e-6,1.1903992172565256e-4,days_to_head
S2A_42334198,1.1627778695523538e-6,5.934503242487055,2A,42334198,1.4490618001938643e-4,0.016809116882248825,days_to_head
S2A_42604058,6.551198138735067e-13,12.183679265282152,2A,42604058,4.5097200139787683e-10,9.470412029355413e-9,days_to_head
S2A_42674971,4.56856749395038e-7,6.340219954634517,2A,42674971,6.538931850747196e-5,0.006604321169254669,days_to_head
S2A_43130870,7.563806831159835e-8,7.121259570947118,2A,43130870,1.3667798943905821e-5,0.0010934239155124658,days_to_head
S2A_43281586,1.6070558784678246e-7,6.793969022248276,2A,43281586,2.581288864347875e-5,0.0023231599779130873,days_to_head
S2A_43839599,2.992991880739099e-7,6.523894461293784,2A,43839599,4.50694694041296e-5,0.004326669062796441,days_to_head
S2A_44086153,6.734502899064288e-7,6.171694455792655,2A,44086153,9.098502234474145e-5,0.009735397390887334,days_to_head
S2A_45084261,1.0343713194576095e-10,9.98532352986585,2A,45084261,4.041316701102487e-8,1.4952871794079201e-6,days_to_head
S2A_45100922,5.661062146516337e-7,6.247102077452278,2A,45100922,7.793934703813349e-5,0.008183631439004017,days_to_head
S2A_47667036,2.470898734671553e-6,5.607145053009309,2A,47667036,2.9040091145050384e-4,0.03571931210841197,days_to_head
S2A_47706511,1.938130327716033e-10,9.712617022587192,2A,47706511,7.004403004365743e-8,2.801761201746297e-6,days_to_head
S2A_48253238,4.574254157517876e-9,8.339679708522228,2A,48253238,1.2716426557899695e-6,6.612541810107841e-5,days_to_head
S2A_52509083,1.737918320738457e-8,7.759970638523798,2A,52509083,3.878306484276374e-6,2.5123347244595135e-4,days_to_head
S2A_54842610,2.5310091320335948e-8,7.596706287878236,2A,54842610,5.2268954303825205e-6,3.6588268012677645e-4,days_to_head
S2A_56790556,2.6480673821638253e-7,6.577070968125991,2A,56790556,4.0723895826127935e-5,0.003828046207656026,days_to_head
S2B_19375915,1.2714689360851173e-7,6.895694245831662,2B,19375915,2.1372505744240064e-5,0.0018380354940046456,days_to_head
S2B_65682241,9.672583369234047e-7,6.014457518350861,2B,65682241,1.2484541534432802e-4,0.01398268651856474,days_to_head
S2B_66011112,9.672583369234047e-7,6.014457518350861,2B,66011112,1.2484541534432802e-4,0.01398268651856474,days_to_head
S2B_69255863,7.978177380513833e-7,6.098096312157293,2B,69255863,1.0678938167843331e-4,0.011533253221270797,days_to_head
S2B_91663645,2.3510506693474304e-6,5.628738010951258,2B,91663645,2.785802334105447e-4,0.03398678847608645,days_to_head
S2D_4031677,6.9937700456330165e-9,8.155288651345401,2D,4031677,1.9075837694277525e-6,1.0110193977967089e-4,days_to_head
S2D_4031679,4.7604683545302444e-7,6.322350317493398,2D,4031679,6.746797111087178e-5,0.006881733053308922,days_to_head
S2D_18166508,1.3695531850757463e-7,6.863421097739032,2D,18166508,2.2756621659143664e-5,0.001979826084345499,days_to_head
S2D_19636925,2.3439635090782e-6,5.630049153715951,2D,19636925,2.785802334105447e-4,0.03388433648723446,days_to_head
S2D_21790002,4.415021055561565e-7,6.355067220899007,2D,21790002,6.382354437919799e-5,0.006382354437919798,days_to_head
S2D_21934481,6.006721738657375e-8,7.2213624862755035,2D,21934481,1.1277034994030001e-5,8.683316945403101e-4,days_to_head
S2D_22205102,1.4104163689696976e-10,9.850652660357088,2D,22205102,5.227943340981013e-8,2.038897902982595e-6,days_to_head
S2D_29281804,2.9407504948138383e-12,11.531541821233231,2D,29281804,1.700459566121154e-9,4.2511489153028846e-8,days_to_head
S2D_29322309,2.7362234028373944e-26,25.56284844691587,2D,29322309,1.9777422755708685e-22,3.955484551141737e-22,days_to_head
S2D_29712561,1.7514307769515548e-32,31.756607022937814,2D,29712561,2.5318683311611676e-28,2.5318683311611676e-28,days_to_head
S2D_37793958,6.336819749421988e-11,10.1981286461878,2D,37793958,2.6942666558130663e-8,9.160506629764425e-7,days_to_head
S2D_40036763,2.6705501904230653e-15,14.573399255470935,2D,40036763,3.0138178172455603e-12,3.860547355275583e-11,days_to_head
S2D_62615629,4.107999653252017e-11,10.386369601732682,2D,62615629,1.799552817800338e-8,5.938524298741116e-7,days_to_head
S2D_63526400,1.743842843649449e-8,7.758492656565845,2D,63526400,3.878306484276374e-6,2.5208992147796435e-4,days_to_head
S2D_63536732,2.9551993461249297e-8,7.529413217996947,2D,63536732,5.9333835760530534e-6,4.2720361747581985e-4,days_to_head
S2D_63627793,9.73391826090851e-8,7.011712304998762,2D,63627793,1.716018565606017e-5,0.0014071352237969342,days_to_head
S2D_67199299,1.1977277687655523e-7,6.921641881410789,2D,67199299,2.036982661797038e-5,0.0017314352625274823,days_to_head
S2D_69503850,3.5546635087016065e-12,11.44920150414115,2D,69503850,1.976392910838093e-9,5.1386215681790425e-8,days_to_head
S2D_69798438,1.0110634092322909e-9,8.995221606608672,2D,69798438,3.247985031969333e-7,1.4615932643861998e-5,days_to_head
S2D_70643043,1.3290736224895332e-10,9.876450961152562,2D,70643043,5.05607586492334e-8,1.921308828670869e-6,days_to_head
S2D_70643057,2.6635419384995767e-9,8.57454046069047,2D,70643057,7.8579922985612e-7,3.850416226294988e-5,days_to_head
S2D_72213516,1.0574948814340074e-6,5.975721726052538,2D,72213516,1.3409777198254396e-4,0.015287146006010012,days_to_head
S2D_72954581,9.791168051021866e-7,6.009165495341505,2D,72954581,1.2525763304917884e-4,0.01415411253455721,days_to_head
S2D_78710082,4.596151704711484e-13,12.337605645033417,2D,78710082,3.322098452165461e-10,6.644196904330922e-9,days_to_head
S2D_80187939,3.668589844104189e-7,6.435500840546985,2D,80187939,5.4115443659561386e-5,0.005303313478637016,days_to_head
S2D_80219965,4.013893036008737e-11,10.396434204965155,2D,80219965,1.799552817800338e-8,5.80248377285423e-7,days_to_head
S2D_80252134,1.6243439538063e-9,8.789322003774819,2D,80252134,4.891982540879973e-7,2.3481516196223872e-5,days_to_head
S2D_80448946,1.4550801041266428e-11,10.837113097521664,2D,80448946,7.790606661205461e-9,2.1034637985254747e-7,days_to_head
S2D_81296311,2.06195837287251e-6,5.685720106566688,2D,81296311,2.5048462385079837e-4,0.029807670238245005,days_to_head
S2D_81296375,3.930807449699117e-8,7.405518229540704,2D,81296375,7.576500332380058e-6,5.682375249285044e-4,days_to_head
S2D_82867231,4.0675033366997317e-13,12.390672082125661,2D,82867231,3.0947278018595433e-10,5.879982823533132e-9,days_to_head
S3D_567744239,1.1007319633198704e-7,6.958318422193515,3D,567744239,1.8943072930657198e-5,0.0015912181261752045,days_to_head
S5A_567502456,3.066843123751109e-6,5.513308438634966,5A,567502456,3.4367662168175215e-4,0.04433428419694603,days_to_head
S5A_568234305,1.4882311345123492e-8,7.8273296140536255,5A,568234305,3.4148998857953208e-6,2.151386928051052e-4,days_to_head
S5A_568284128,1.8372431934177222e-6,5.73583335291095,5A,568284128,2.250778610512423e-4,0.026559187604046592,days_to_head
S5A_575821560,1.9055075797609118e-15,14.719989319344299,5A,575821560,2.504183415729431e-12,2.754601757302374e-11,days_to_head
S5A_577827993,4.959202841347936e-10,9.304588127829781,5A,577827993,1.6672147970819945e-7,7.169023627452576e-6,days_to_head
S5A_577951255,1.2245611874421658e-8,7.912019509678026,5A,577951255,2.950376087610658e-6,1.770225652566395e-4,days_to_head
S5A_577963056,2.6962901691367117e-6,5.569233371753295,5A,577963056,3.0691000539401816e-4,0.038977570685040305,days_to_head
S5A_578832139,3.409012188567245e-8,7.467371445993745,5A,578832139,6.6595513780983915e-6,4.92806801979281e-4,days_to_head
S5A_580048103,1.0784307406143976e-8,7.967207741089798,5A,580048103,2.7350517168985495e-6,1.558979478632173e-4,days_to_head
S5A_580276757,2.0182063656438126e-10,9.695034428347812,5A,580276757,7.115900297987061e-8,2.9175191221746956e-6,days_to_head
S5A_580797168,1.0703585808038213e-8,7.970470704954036,5A,580797168,2.7350517168985495e-6,1.547310364410004e-4,days_to_head
S5A_581488651,7.787761310309399e-11,10.10858736778427,5A,581488651,3.216567928623791e-8,1.1257987750183268e-6,days_to_head
S5A_584456955,8.573307921605856e-14,13.066851577736845,5A,584456955,7.745983707170891e-11,1.2393573931473425e-9,days_to_head
S5A_585018041,3.1608169811731184e-17,16.50020065011667,5A,585018041,5.711596284979825e-14,4.56927702798386e-13,days_to_head
S5A_585200466,2.2207569857086554e-11,10.653498963081457,5A,585200466,1.0355891285614297e-8,3.210326298540432e-7,days_to_head
S5A_585223490,1.25871348200121e-15,14.900073116077191,5A,585223490,2.0217735662010547e-12,1.819596209580949e-11,days_to_head
S5A_596009159,9.148987271778149e-7,6.038626976602418,5A,596009159,1.202343272734772e-4,0.013225776000082493,days_to_head
S5A_596575680,2.0508773217711845e-8,7.688060317238305,5A,596575680,4.424997397540932e-6,2.9647482563524243e-4,days_to_head
S5A_596599151,2.5539609302184434e-6,5.592785750737569,5A,596599151,2.9536047365790255e-4,0.036920059207237815,days_to_head
S5A_597660738,1.9067706652421276e-8,7.71970153810721,5A,597660738,4.176405566172757e-6,2.75642767367402e-4,days_to_head
S5A_597750832,1.920016019986809e-11,10.716695147669968,5A,597750832,9.570948822389419e-9,2.7755751584929314e-7,days_to_head
S5A_598072246,1.859218869800174e-13,12.73066948147538,5A,598072246,1.493159332323962e-10,2.6876867981831318e-9,days_to_head
S5A_602433104,1.0038797348219994e-10,9.998318312720544,5A,602433104,4.0311348462741174e-8,1.4512085446586823e-6,days_to_head
S5A_608879339,6.303031562828099e-7,6.200450518111929,5A,608879339,8.595907950211604e-5,0.0091116624272243,days_to_head
S5B_498781921,1.842646357331953e-7,6.734558007047047,5B,498781921,2.92717535621876e-5,0.0026637295741590715,days_to_head
S5B_516544894,1.364193682646364e-8,7.865123965945595,5B,516544894,3.232915389563252e-6,1.9720783876335838e-4,days_to_head
S5B_520037150,2.8261392710884386e-7,6.548806440090135,5B,520037150,4.300491505563628e-5,0.004085466930285447,days_to_head
S6B_27921967,2.49413769437676e-6,5.603079574010126,6B,27921967,2.907681815315358e-4,0.03605525450991044,days_to_head
S7A_682436111,1.456977979361308e-7,6.836547012069503,7A,682436111,2.366525131421019e-5,0.002106207366964707,days_to_head
S7B_653286901,5.607638424587679e-7,6.2512199970508195,7B,653286901,7.793934703813349e-5,0.008106402106583949,days_to_head
S7B_666323109,8.802449023062869e-10,9.055396481346287,7B,666323109,2.892004615395383e-7,1.2724820307739684e-5,days_to_head
S2B_95239338,4.001417216399833e-6,5.3977861636088695,2B,95239338,0.020216404553179128,0.04722472598795083,seeds_per_spikelet
