id,p_Awns,p_WDR,p_Powdery_mildew,p_Height,p_ave_SpS,p_ave_infert,p_WeightOf1000Particles,p_SampleAreaAverage,p_WKAreaMedian,p_days_to_head,p_seeds_per_spikelet
S1B_26591916,0.3177291097353867,0.5727263023440055,0.12623884021078285,0.035073098462100494,0.9890435676604424,0.022021677390535756,0.006947903157964016,0.01682033241185748,0.011499311991143173,0.398932915147021,0.10954293789720394
S1B_26591936,0.1980884039500688,0.295571848554892,0.005032683740301013,3.459855015671021e-4,NA,NA,NA,NA,NA,0.8947993328552701,NA
S1B_26631475,0.18146194636704974,0.03299293429975976,5.2869877419529805e-6,2.0404145242341914e-4,NA,NA,NA,NA,NA,0.24264485580730977,NA
S1B_27271162,0.015096260874726224,0.8944679604386498,0.7396788631432074,0.11160815611398672,NA,NA,NA,NA,NA,0.35711402240950385,NA
S1B_27677312,0.013631174760809826,0.5662160132351324,0.3990542075743281,0.03759723090801436,NA,NA,NA,NA,NA,0.12433046067796608,NA
S1B_27746640,0.013631174760809826,0.5662160132351324,0.3990542075743281,0.03759723090801436,NA,NA,NA,NA,NA,0.12433046067796608,NA
S1B_28041237,0.20906937427787314,0.2127305953919028,0.044785361694320645,0.018726692451392156,NA,NA,NA,NA,NA,0.28932951692633496,NA
S1B_28765517,0.33082476412762263,0.0671152374891947,0.46202120556991333,0.3618249372387037,NA,NA,NA,NA,NA,0.04330980024258143,NA
S1B_29081810,0.33082476412762263,0.0671152374891947,0.46202120556991333,0.3618249372387037,NA,NA,NA,NA,NA,0.04330980024258143,NA
S1B_29119790,0.015518023181129704,0.7677795445762989,0.6495278690238004,0.056800495963640577,NA,NA,NA,NA,NA,0.5548685123303945,NA
S1B_29514302,0.6391881084578579,0.20513649498994369,6.632065154742285e-4,0.14817388909360252,0.39737227452949275,0.11189121431491042,0.12611820820972428,0.26685592428525273,0.20303707759793024,0.4325115942407265,0.8747797094984107
S1B_30218855,0.7403861015722673,0.08363995171418027,0.29553046985207215,0.31395948846625304,NA,NA,NA,NA,NA,0.09722875554685892,NA
S1B_30394680,0.6069164796977164,0.19766402382168116,6.577642986631598e-5,0.013215154463517613,0.5255421524995242,0.8625688712385411,0.12478392579208332,0.11567332009189629,0.16205434271210167,0.6795235366160159,0.3935026382967863
S1B_30846940,0.6069163990387609,0.19766401206434195,6.577643617065777e-5,0.013215154437339052,0.5255421544046499,0.8625688907027147,0.1247839254167488,0.11567332252064305,0.1620543491163492,0.6795235310116854,0.3935026367711909
S1B_31847036,0.016665646729004044,0.5095713402176463,0.5241510960198956,0.023774383696691718,NA,NA,NA,NA,NA,0.0883180506605255,NA
S1B_32555764,0.03436482365381834,0.7743504247008941,0.5554952801215127,0.1218053397680455,NA,NA,NA,NA,NA,0.5090581007794797,NA
S1B_33035908,0.025219231708471943,0.9685315534722748,0.0965454879575443,0.8180943257037303,7.160439231346671e-5,0.053395616851321104,0.0037133884142502177,0.008244325313652675,0.006821749199803428,0.010963884435515442,0.04440485187221831
S1B_34780835,1.2004344696946677e-4,0.6245759939072519,0.5652980285854261,0.8899501550927833,0.1757211224467722,0.082317988625926,0.046707135755296995,0.15541811804865974,0.023264124655801875,0.10391270953922642,0.24029484428951797
S1B_34780874,0.7620412823755609,0.9997671300786031,0.789062970628139,0.34840084349230005,0.057953238806099004,0.14078312278883937,0.04269354505023762,0.09259591163094703,0.0444472943754917,0.6908144028784766,0.843992211056597
S1B_34789120,0.0014614173203189688,0.03623119518468218,0.8290785704305028,0.5588966008991141,NA,NA,NA,NA,NA,0.4267873174934602,NA
S1B_34798162,0.739074509618672,0.1146083070228265,0.9656135342454137,0.9997759778722219,0.057953238806099004,0.14078312278883937,0.04269354505023762,0.09259591163094703,0.0444472943754917,0.02327421013596946,0.843992211056597
S1B_34798163,0.739074509618672,0.1146083070228265,0.9656135342454137,0.9997759778722219,0.057953238806099004,0.14078312278883937,0.04269354505023762,0.09259591163094703,0.0444472943754917,0.02327421013596946,0.843992211056597
S1B_34798201,0.9331872906710146,0.15405494534113437,0.7153663660911097,0.09768840912569984,0.5554111006314175,0.30676043700023997,0.0039581454491739625,0.013348455036426558,0.006470024112859579,0.012999745389216855,0.08464258967505757
S1B_35060173,2.462034293546374e-6,0.9749717798575173,0.5250230930614466,0.021280492080697322,NA,NA,NA,NA,NA,0.09842430658445339,NA
S1B_38225325,0.709821235230242,0.09830197429483793,0.6415102120313579,0.3472311603445484,0.6301102096197349,0.08029209282541787,0.021351537390226064,0.029945905145272955,0.034575744783693844,0.009040567305275794,0.1816451398193409
S1B_39312421,0.25622401418053425,0.4072101156525788,0.7557823388108353,0.738083384087572,0.6673541113396744,0.055845837759570124,0.00497611397856499,0.009022836246860197,0.008718893053896268,0.5672649855483198,0.3313243538722618
S1B_39312465,0.45807218847808995,0.42559419512246455,0.3388962869003973,0.2502892155981415,NA,NA,NA,NA,NA,0.4575676134023189,NA
S1B_39541171,0.08175571255854518,0.5220483987883415,0.9846308990374597,0.02746788880492537,0.7030752834034906,0.049486141925794695,0.0013982450335332127,0.0032583456113593643,0.0032594175221982353,0.7981829552056376,0.33679957288026785
S1B_39854275,0.3924399742354645,0.27311112465900383,0.21036838088506857,0.1997919115826572,1.0000355393204619e-4,0.05143709424563847,0.005637896454183512,0.0096436945859092,0.007705273614598766,0.027346002407413465,0.0495776217703624
S1B_40302947,0.001084622744697968,0.09196558108178902,0.3235523017615083,0.3907611697472815,4.3679266150432385e-10,0.5584566804084194,0.21915826138127434,0.22446061303012257,0.2079089891094411,0.1158402314227609,0.18173772858184636
S1B_40302960,0.4592826676786417,0.25049419544015306,0.04761035935963368,0.4038459293624016,0.5255421544046499,0.8625688907027147,0.1247839254167488,0.11567332252064305,0.1620543491163492,0.5842417949498384,0.3935026367711909
S1B_40788923,0.4524515090270552,0.51377668102144,0.03621536645855428,0.3688413247758914,NA,NA,NA,NA,NA,0.4824325867990802,NA
S1B_40789101,0.4524515090270552,0.51377668102144,0.03621536645855428,0.3688413247758914,NA,NA,NA,NA,NA,0.4824325867990802,NA
S1B_41558146,0.00323741878637178,0.3165445467955853,0.8923679395151165,0.007763001896619858,0.367095737460682,0.034170104112468146,0.2208319425616686,0.1910940420280697,0.2796879730838314,0.7291798064069561,0.42498489077576984
S1B_41855890,0.6031672574371958,0.14946734688491578,8.953653420389213e-6,4.6762601060018074e-4,NA,NA,NA,NA,NA,0.6245338292326308,NA
S1B_41986511,0.36606748253163157,0.7061753097656498,0.8901258946581222,0.3919940074532816,0.30370283594664266,0.013176102253062615,0.685836313105574,0.9008036006013416,0.6816213886441456,0.48272483070853256,0.6336849655919322
S1B_41986532,0.38900650791252445,0.9286393987860456,6.776586296411572e-6,1.0903945024168733e-4,2.2011083836581933e-9,0.24266143234822307,0.2416414009358378,0.35967080581587385,0.25166768255344507,0.10486781528537045,0.4301411179484744
S1B_42086653,1.1398618428008342e-5,0.5435115862917274,0.6345746034191386,0.7526652869872084,NA,NA,NA,NA,NA,0.05806187191868295,NA
S1B_43086813,0.9220091501238882,0.9231021141475495,0.4502378066939239,0.9078670646085147,0.008360036751543311,0.09473913951644909,0.3456017279354796,0.5367554880228356,0.46742543318094376,0.4389028738907249,0.8069152083237477
S1B_43086863,0.9220091501238882,0.9231021141475495,0.4502378066939239,0.9078670646085147,0.008360036751543311,0.09473913951644909,0.3456017279354796,0.5367554880228356,0.46742543318094376,0.4389028738907249,0.8069152083237477
S1B_43086885,0.5732460664744804,0.7733157662895356,0.05303214811917448,0.6741985839653446,5.281299597298813e-7,0.021658092415075225,0.8028047545757547,0.8334662463749536,0.89517705014825,0.016273124433606394,0.999935961635805
S1B_43111543,0.9018013671756917,0.09540948587635861,0.0011723338494821838,0.14684254300066624,0.0015496825402719248,0.4921677624043589,0.39220033205110094,0.2994658188390921,0.46108337069565486,0.0020503481678318274,0.7569633580614601
S1B_43640979,0.7626953960694931,0.940794610341061,2.7748931096006322e-5,0.010140156559161615,NA,NA,NA,NA,NA,0.2530871176185871,NA
S1B_43986771,0.6050126483876668,0.1898257575063116,6.343949480157492e-6,5.33728148854577e-4,NA,NA,NA,NA,NA,0.8049171819881986,NA
S1B_44002922,0.765726261424196,0.29899731746292896,1.2984562210475902e-6,2.7474413893298875e-4,NA,NA,NA,NA,NA,0.7764546572220861,NA
S1B_45803760,5.919713348698718e-4,0.23387911953629684,4.097447218126728e-4,1.7816284197162446e-6,NA,NA,NA,NA,NA,0.5979549795314019,NA
S1B_46228373,0.00157679846716258,0.225638279819085,5.3089970033436896e-5,6.044258682410609e-11,NA,NA,NA,NA,NA,0.5400409860852485,NA
S1B_46257098,0.0038011772096901045,0.8241914065526705,0.774744461687954,0.007744146597840696,NA,NA,NA,NA,NA,0.19147364171544348,NA
S1B_47544548,0.10181699989622026,0.4082244854832454,0.5323576414381062,0.6329167967360538,0.31214605109283883,0.9253630963228359,0.2506323526748544,0.40375063485511076,0.6980602071800966,0.6723321896962076,0.37223833912552595
S1B_47606113,0.9889169976371264,0.5585242098408927,0.13854525950634858,0.004555811872091724,2.9282319970546656e-9,0.20659058022988538,0.00543015635360026,0.005027388471989545,0.006865301955963149,0.02823268029114339,0.040800081271948715
S1B_47606115,0.23109934532850618,0.40277419957309624,0.05558067557251027,0.0018510477057355117,0.25167377369136334,0.08277751728987058,0.27220354140114034,0.46457241386316206,0.3126396155189052,0.5698727431705468,0.36565007252070925
S1B_47606139,0.5045534171458428,0.12320785182911667,3.8106793498388043e-4,1.2320755516796202e-4,0.38756735661610897,0.5169905674296642,0.21492695359833325,0.28266487660814654,0.25532013720055513,0.056996541397086875,0.28411625337323887
S1B_48061548,0.39292665577047914,0.010231524421032255,0.03340494179001764,0.07722132517388161,0.34767234235804767,0.4069100925851211,0.5044105161223487,0.9630946271802965,0.5706442843849358,0.03706175685117436,0.024532761416635396
S1B_48107523,0.8380722346588927,0.9431929366190928,0.2587499603344616,0.534158633360128,0.7507431313010228,0.47320371575729725,0.4039292548976594,0.1882192492719611,0.13737550192360024,0.14527915308996037,0.3181175101430106
S1B_48279866,0.28474362367260364,0.3698068773123141,4.4787581991152797e-4,0.393873618350987,0.22364172629075765,0.09460995212169726,0.32432385039851064,0.5253216900835621,0.3645387242160326,0.6440555632230556,0.4266649842978717
S1B_48279869,0.6825236714146325,0.47867002700328876,0.05259135320449033,2.4541384763281954e-6,0.22364172629075765,0.09460995212169726,0.32432385039851064,0.5253216900835621,0.3645387242160326,0.8690879608219515,0.4266649842978717
S1B_49018911,0.5700524303857617,0.11263241479911015,4.015236195144486e-6,4.817372789356646e-5,NA,NA,NA,NA,NA,0.366975191262511,NA
S1B_49027980,5.76283613825523e-5,0.4315399036489518,0.018536795543433942,3.759206564858487e-4,0.05509147243069761,0.2115511808108667,0.005838793900474261,0.004508818682390699,0.00891698831163152,0.11292533442757273,0.1402967031920569
S1B_49102932,0.4464550381649397,0.899122498677302,0.8457258743803274,0.012873897475987986,NA,NA,NA,NA,NA,0.47685406412528686,NA
S1B_49102974,0.00372656886386889,0.2629814309568523,0.3443249304060817,0.15318053758110056,4.213173421168556e-5,0.5871623875369321,0.30436995767727243,0.5747222341043753,0.56798681294944,1.0383469491874312e-4,0.07361616070443674
S1B_49109356,0.44442757942565103,0.3717347046054247,0.2977749290959577,0.6511125659861283,0.3555031255567088,0.6493686228848556,0.49384832783614174,0.8425343757837972,0.5321724490394526,0.9066562418309322,0.022271694224327253
S1B_50203953,0.05801250295026729,0.8672592805032519,0.32014039199283895,0.018621909175515827,3.189985035856075e-5,0.052320249804344875,0.007598081872516662,0.012451190079233355,0.009163989368886141,0.03935934271423642,0.06629868359984431
S1B_52555803,0.0046438986552088096,0.6537497592688313,0.8806740410452021,0.0062865857457548215,NA,NA,NA,NA,NA,0.20675420315895768,NA
S1B_52900087,0.4161588295593208,0.8747808051269844,0.0020375103394289816,0.012091199891545206,0.0032613191864193937,0.04514081967761432,0.0168621079009716,0.021994031122468453,0.008756353000943457,0.10666504122276685,0.40590556477904505
S1B_54792981,0.3584062935558,0.6143147735189785,0.0853800926296612,0.009987391593022695,0.020767658724034323,0.8262860869125367,0.009379497052905715,0.0049317138075985175,0.011602404202658874,0.33954965401888704,0.10603723495464794
S1B_56311178,0.8061525835269597,0.8734140176582339,0.5601816090772465,0.7431662126362173,1.701491235740661e-8,0.08429326010510273,0.18236116126632715,0.2862209912225202,0.24140795587417263,0.019350024484581212,0.3958111170177394
S1B_56322305,0.18354352622777534,0.939948902304771,0.9529225803506772,0.002367290557116829,0.7582945206686418,0.053819256658049305,0.011151200407212049,0.0194668188023511,0.017089349597206187,0.23754664889131472,0.13211129251255588
S1B_56323085,0.5998381939304465,0.22796197541312485,0.03254358482975922,0.02437182156908715,0.6814425008191464,0.048926853299460143,0.01067601646868807,0.019685281377052593,0.014696625497468455,0.5979534916929908,0.16418827421205778
S1B_56323189,0.42356528730174525,0.9989382824441604,0.19442478428973134,0.9036266344130544,1.701491235740661e-8,0.08429326010510273,0.18236116126632715,0.2862209912225202,0.24140795587417263,0.00852744412399008,0.3958111170177394
S1B_56536392,0.002240051513770623,0.20672099288491416,2.063397895122748e-5,4.920004353644021e-10,NA,NA,NA,NA,NA,0.3447334007716979,NA
S1B_57687500,0.003535068199223834,0.17437900264938166,4.2445308579445726e-5,2.2904335664177257e-10,NA,NA,NA,NA,NA,0.4663196165022746,NA
S1B_57812469,0.0038471184338629847,0.17929533288103308,0.15354863014495743,0.2355995094461094,0.7451817142461964,0.21333125401471084,0.030114445915444186,0.012771853997436003,0.004100096355562347,0.6531087771665234,0.1680856255616281
S1B_58916301,0.1748515663106466,0.9475746958178513,2.1910191121281397e-4,0.13089995872679938,2.743668540613229e-8,0.08753011350618445,0.17049417962115082,0.2873272009978373,0.22074833648705053,0.0066878033328663595,0.41496183315175394
S1B_59835531,2.9514547996046902e-5,0.5843262358038174,0.3386434297449693,0.40045111541812994,0.42620180189863754,0.31084237696035183,0.011351747343165578,0.13994403331565872,0.020925690064727748,0.37134397023756704,0.8307285500124981
S1B_62023038,0.344032830834195,0.3242379371683214,0.0011857565682693925,0.005058104174573602,0.047559670820661,0.045561188295879615,0.022455743222493697,0.04693307854317069,0.07417262031851071,0.16375266875554353,0.003816503945649854
S1B_62722732,0.015030531982382606,0.24680792474568586,0.7624902352390039,0.5326336692571021,8.148480838406514e-9,0.9322082203095239,0.105302300814573,0.24346613667272585,0.28553157936313567,0.38005389292315306,0.1257317038737885
S1B_63968292,0.4361042646556821,0.08549851721486229,4.343261413573599e-6,0.0067213520117861735,2.657924458434036e-4,0.1204199763299388,0.17291685985958055,0.2529214852925784,0.1579909803234324,0.002489768547581516,0.17538103716154385
S1B_64279764,0.3220198625772694,0.05666928387981139,0.001535642323889971,0.20062722714696324,0.23706084391202,0.09874699721608472,0.3593781687589658,0.5570920920247611,0.34798062333717117,0.3774476686920445,0.43886297900336824
S1B_65768436,7.793324099928893e-5,0.1323084372912685,5.845970231961234e-4,0.5501379863271981,NA,NA,NA,NA,NA,0.0375702194163949,NA
S1B_67534688,0.6924611322020705,0.0028989053682714244,7.075334693316152e-8,0.0802793747194605,NA,NA,NA,NA,NA,0.08438547241705409,NA
S1B_68070921,0.7429847090725552,0.22278123553296636,2.606514729151334e-4,0.0037219613340223733,2.6089009930884467e-8,0.07810364242286898,0.1826055305717046,0.2863747229976782,0.23493233325074828,1.030802361206458e-4,0.36814303098529744
S1B_69561147,0.7833007207228663,0.8820672866410861,0.007005407221268235,0.4563809165440482,NA,NA,NA,NA,NA,0.1582558608126405,NA
S1B_72657573,0.7911282338779887,0.2892759167303004,1.0153301743982028e-4,1.8568765458477354e-4,NA,NA,NA,NA,NA,0.7807578193935526,NA
S1B_74249006,0.4107212302401555,0.49932484360253104,0.0014116882114956005,5.568968421994912e-4,2.6089009930884467e-8,0.07810364242286898,0.1826055305717046,0.2863747229976782,0.23493233325074828,0.003603557277102139,0.36814303098529744
S1B_77636625,0.5813965942553555,0.02341714450192226,0.1079775568280233,0.803812021483048,0.15110298172482028,0.12609821115455,0.2809126554234171,0.49861213799366466,0.4099649690532835,0.06672315127332128,0.14658495810656247
S1B_77636655,0.030890055830110157,0.20771568672808485,0.550967293264002,0.005122951972879331,0.28665076960635416,0.10314676082646668,0.404999780466911,0.5955269281940174,0.519963292570536,0.17336015369693644,0.14321973020784914
S1B_86948093,0.6429246392694608,0.3533363500307444,2.3993684027811056e-6,6.591201737994163e-4,NA,NA,NA,NA,NA,0.8286385877518208,NA
S1B_92327230,0.22424715887054136,0.6711376070264419,0.06288949934898933,0.01674209851378609,0.5921273155271711,0.3120786243283764,0.5540395022525786,0.36492774455906984,0.8400674479130805,0.22450573214939265,0.20792321490936444
S1B_94226146,0.1972994693117958,0.5669253258861409,0.009640894247244137,0.07770015305287535,1.169818829382456e-8,0.1731465583100197,0.35012963857085644,0.3518364248852235,0.35621859869019024,5.265262128915429e-4,0.4764075731659744
S1B_94233024,0.6423265232261527,0.2899288960082534,2.0294409934371643e-4,0.004035614124994741,2.7043696607145054e-8,0.11390242716073826,0.19893037279625603,0.31106901389257163,0.2716084972250384,1.803372307932384e-4,0.46842151082504113
S1B_99799514,0.1087278288452542,0.49884178738624596,0.26540636263203016,0.18997597297626606,0.0038269069268608924,0.21367253765494598,0.2776223855834617,0.21350044964934695,0.5257083468196527,0.003642344035036481,0.005784231680427311
S1B_100036530,0.18216294416575093,0.45730388227055263,0.7727538362555169,0.18676349020567523,0.08080643237965061,0.39339221737315644,0.03914619444645524,0.03887173821137442,0.07229022990466095,0.9845907755515675,0.4250860217690191
S1B_104467619,0.04856899977266939,0.49011597143261354,0.7893177540209508,0.12239664273058697,0.06688981147904759,0.3024956314084826,0.1369195053042493,0.1307604971385052,0.2149835919866711,0.88242349030686,0.3621081308783459
S1B_111969219,0.012394304165314634,0.2872195989053001,0.5626634170451676,0.008081776100630348,NA,NA,NA,NA,NA,0.3969977039906559,NA
S1B_117672474,0.02760196956074369,0.6285626673388043,0.1365965424624035,0.013626571309027969,0.6004335240011038,0.054068751940567636,0.05207093304727582,0.045105347232418984,0.052878139740758,0.8469145088519278,0.1053949759680018
S1B_119218169,0.652381303976038,0.30464174510327047,0.6029540621319847,0.18687176310711667,0.013357605252256478,0.361088865503019,0.059408160631696266,0.4092673917879497,0.41174751563082,0.08730033359802182,0.005865618791605138
S1B_121399816,0.18958888897291276,0.5191733394875222,0.7420891727306245,0.015811724340322995,0.8529502405014988,0.010366796110300428,7.020285252724748e-4,0.007761476573374747,0.004287144305247409,0.5404909663980036,0.06540248296041769
S1B_121791335,0.4760101022733344,0.23364983496241518,4.7389718751797525e-4,0.29180445335043953,0.7523412019035072,0.02721547868085776,0.009926710020612019,0.013960894967694606,0.021107742644157018,0.5976247193187834,0.09386456686474949
S1B_121850054,0.3002769821687145,0.44966443711524806,0.002562377780039404,0.015149610987384581,3.6031899997019763e-6,0.08544961324006849,0.07281900059130568,0.06593558818063244,0.08556059518758363,0.019877418003510006,0.12233261356364342
S1B_126571503,0.7382499751918445,0.7980008804061938,0.0013665847759481724,0.9628636038160596,0.005802510610412712,0.7981677131629046,0.7247115616254978,0.10028285462022112,0.2917292270757253,0.6262525820047027,0.35759119207950396
S1B_126990314,0.4551462192512191,0.007534792184942967,0.8234433009077496,0.37743809788130056,NA,NA,NA,NA,NA,0.33420690217309545,NA
S1B_130451915,0.6554331497203659,0.12417117576283163,9.291721408626976e-10,0.2868334696765924,0.013357605252256478,0.361088865503019,0.059408160631696266,0.4092673917879497,0.41174751563082,0.7156665626365513,0.005865618791605138
S1B_133450050,0.49347558911813205,0.0013816763789228702,0.2906913556375299,0.9048423905103806,NA,NA,NA,NA,NA,3.09704576616885e-4,NA
S1B_139112675,0.907188458383325,0.6825182704025319,0.4997017294074553,0.0099582436217595955,2.4671545528884615e-14,0.05125985777754401,0.5163340730764923,0.7672922479851366,0.6453462408588234,2.078953478151557e-6,0.8927736896542983
S1B_144728705,0.864760628967071,0.8590019032031848,0.29244444409447057,0.00978455959683191,0.06588061227118734,0.19389243745922083,0.6490560804591383,0.8516881815282542,0.3924505383900163,0.5390871655546126,0.023192724212434502
S1B_147712246,0.6400079336930584,0.2326129662622889,0.048327615506679696,0.001228815616412992,0.903229338861745,0.19826480079102776,0.8004977432042447,0.9474362248935837,0.699423476327796,0.7539499116005701,0.01705461251285593
S1B_150777510,0.653563817540844,0.06639242892961723,0.01729076403557986,0.002171935389432127,4.172911888455295e-9,0.02211636909764861,0.32090938076804,0.2538929807643072,0.3836495487466455,5.427683335041607e-6,0.35828365305100884
S1B_151742878,0.9825716162969963,0.4080596987066183,0.6902525322834703,0.769960763142044,0.6533302410481372,0.02334421291264347,0.015828045646792504,0.02474469078078029,0.020175452517465817,0.45914128681502153,0.3536344363782996
S1B_151865458,0.6356349370524765,0.06294668656081742,0.08595534368408533,0.4075452954875197,0.3310583267178687,0.15990365829614878,0.0043275723935056664,0.2281826406400559,0.12504454198636872,0.21084765802815497,0.21319618669201887
S1B_151865475,0.7138583582872218,0.9198555569762906,0.8682992821437149,1.2473067768829855e-4,0.3792528649131738,0.896026107114602,0.13799333369756972,0.513641175497605,0.3986182167062122,0.07885291289149164,0.6049241117124713
S1B_151865501,0.6642933956166208,0.4598186137096355,0.8234801630744382,0.2887641930197484,0.9494717892122371,0.09196429616533212,0.051628809973190706,0.4949042740028078,0.35994602525240305,0.6172805359838772,0.9582502638354382
S1B_159406463,0.7032927596781111,0.20690894346854977,0.021492403217370518,0.07598635859711007,0.007784117882797732,0.08240633869323571,0.3197417976878861,0.5124684271228732,0.4598560703925689,0.01749132785424107,0.8238156422764451
S1B_162351167,0.0160411893239198,0.5007185772344644,0.1692063589863078,0.6187237391737945,0.15933940655696224,0.5278201731690131,0.17336396857834807,0.2924208692067762,0.1999865012453145,0.01832451879513311,0.029525018560652837
S1B_162351193,0.7312494413519158,0.116357123216276,0.018272604769385754,0.017995009128211014,3.677055429554721e-5,0.794587237106247,0.006867860388427006,0.0016497477153635668,0.0017555708044826803,0.37526241225699786,0.0754927709415494
S1B_171145904,0.2545750129148245,0.6873707552879944,0.03789414729822218,6.376018151844706e-4,0.13833181963575436,0.09981105496335861,6.732879883217587e-5,2.7654235087815423e-4,1.8563715802248466e-4,0.48704416961380403,0.7079549762572579
S1B_172256722,0.5749302460940755,0.31869376001976013,0.0010858484689028564,0.001102212032428518,1.9247800202119082e-5,0.05064367541760509,0.01618472800309338,0.028995068792314168,0.02532954390784999,0.011803018483490869,0.06205053914518478
S1B_172381023,0.8455869658097255,0.6729121630912197,0.002440339646035601,0.17869853457612567,4.1086420202600307e-4,0.047392483129340836,0.007458277127282642,0.01277412734435697,0.014098360136748901,0.019405878820236706,0.054945592447612976
S1B_172944655,0.17432169610933324,0.3630456842954477,0.008527926395921103,0.39892858814491294,0.4727217354650678,0.6362890787271093,0.5290422029034709,0.3321195079648013,0.49054035383763306,0.9866917424965955,0.09110062723003663
S1B_176291120,0.013615259296720344,0.011315861295830959,0.3409726751670149,3.2001086298905047e-6,NA,NA,NA,NA,NA,0.07745671311642348,NA
S1B_181218252,0.013615259296720344,0.011315861295830959,0.3409726751670149,3.2001086298905047e-6,NA,NA,NA,NA,NA,0.07745671311642348,NA
S1B_181934823,0.3071740543005351,0.3179620232865822,0.03367544774220134,0.3146983340881878,0.6028727528678606,0.11924348873033067,0.18088202331758432,0.6685277882854617,0.7547540226802388,0.11733513832664019,0.05858344910940896
S1B_181934871,0.07249865292292018,0.24870214180792302,0.0355539843800181,0.030669708789965687,NA,NA,NA,NA,NA,0.4323917186837489,NA
S1B_182768042,0.3684391647310037,0.5752505193715782,0.26849984217939016,0.07133498463838829,0.27138031783808275,0.32377610914140165,0.35111031474799725,0.5331428591700629,0.9303813721654226,0.5518414403986192,0.0013160111808620252
S1B_189250801,0.40416956407643634,0.10821694981524135,7.118440104733015e-5,0.001770446599292502,0.46069934666875045,0.13308541004920107,0.3506166527586214,0.17968593230733884,0.10981519004092799,0.3734116969888249,0.8580574989127663
S1B_190630971,0.8946883390245591,0.14997321979574305,0.10800999486249689,0.7330937840923197,2.222992035103372e-4,0.1742928995329232,0.42516503749129075,0.7408267385093897,0.46697352827353167,0.004581182694740454,0.6493952635603605
S1B_192222909,0.3254432108925642,0.0012689483361936905,0.001843185008322794,0.02959097976862935,0.07472651913271768,0.3154738371792455,0.14468254317269916,0.9715477855688361,0.07139906019876982,0.057125339777709616,0.023502676149915122
S1B_199870272,0.1862783594582489,0.9466917194274255,0.6476377847705141,0.6194137806986731,0.002742687723778314,0.7396147363630703,0.18497204091239006,0.2221569304605555,0.24333484469132252,0.6842281146363156,0.17731209104077697
S1B_209129922,0.7025497645325331,0.38994084525471817,0.09021066291948375,0.003228819290138822,0.18229577692858115,0.3729887487017952,2.4303850120861096e-4,0.03781999526388653,0.015042978708575048,0.6106880725634682,0.44963533664352084
S1B_228158284,0.9194438997652324,0.7377955826654401,0.19436973204111688,0.5395425922085069,0.39360469011742427,0.9453302607553966,0.19237370752921737,0.2728997826766516,0.16401487363249947,0.1576678648161972,0.5148368984323344
S1B_228158292,0.5399668046679305,0.4150818987781464,0.5198262686888797,0.6247229164781767,0.7076297599248581,0.6631182869998009,0.9388784093363827,0.49795740248021036,0.659072574252136,0.8128545964183879,8.664791670797536e-7
S1B_263748920,0.33713111705641785,0.49490929736390343,0.35885949924111626,0.006337794044203311,NA,NA,NA,NA,NA,0.8864067595953237,NA
S1B_269041753,0.8975469403389635,0.7470133030762345,0.014555618718371133,0.9367527962394215,0.013173292404114882,0.5408628701920637,0.1052923518641447,0.09948378459516395,0.16527205647933088,0.13725526579325445,0.0505157192954403
S1B_272881400,0.21980119549122412,0.21279502021829483,0.006868547830585057,0.061597858216932866,0.5255421524995242,0.8625688712385411,0.12478392579208332,0.11567332009189629,0.16205434271210167,0.431680405056193,0.3935026382967863
S1B_281080220,0.37905534280355413,0.5207007486292148,0.7868169631116381,0.4784248126212971,0.28945503831496583,0.03724686686202647,0.3938913978727019,0.7548790561613665,0.7719830772698999,0.4781651759424097,0.23994601367732998
S1B_281775735,0.7414324103732279,0.880383305087326,0.6422434366497595,0.16989443890939512,2.475658570662327e-4,0.8280950845737414,0.721565345546793,0.6455371183683566,0.5626973097315464,0.26627222000130324,0.37202490549202105
S1B_284562255,0.5322404103826925,9.139806204658697e-4,0.12234150275454388,0.008936749038164304,NA,NA,NA,NA,NA,0.021980239876059987,NA
S1B_285338856,0.8492038457936214,0.061338612788150434,0.04300935124155973,0.15417180880664297,0.001058909057962281,0.3671763289582063,0.13506348126108278,0.16194622907698494,0.2621132595811712,0.03242354744328867,0.03698481975699859
S1B_286778636,0.6277457943262876,0.1339659527500782,0.08234688724376739,0.909984609884553,1.0098886813954728e-5,0.2115598580982194,0.1180668078032156,0.112426098659464,0.08966920861635987,0.7300973227803607,0.2026737684658146
S1B_289085903,0.7465298431889192,0.08147737075974468,0.009755213696577497,0.16930975575198723,0.0066516671773641164,0.5053491171208879,0.48267978960360414,0.7092355971485578,0.8398554857924283,0.0015080422997108805,0.22211822339146808
S1B_290415484,0.25554060969357345,0.5159575369492497,0.01309211286065612,7.389881631435017e-4,8.298612279087352e-10,0.41122900741046975,0.2347062415766079,0.6891906607207486,0.4047827138627722,6.621256462406185e-4,0.8227611394269132
S1B_291754020,0.6649284099765684,0.6897402446071823,0.003469741354856774,0.005438395261733641,8.298612279087352e-10,0.41122900741046975,0.2347062415766079,0.6891906607207486,0.4047827138627722,0.0013024885450715039,0.8227611394269132
S1B_291897879,0.8988027368885312,0.280383187260546,7.910288365355478e-4,0.044748218894288476,9.426671778379561e-8,0.14767594729000239,0.902619454087842,0.8407885173914025,0.9882841094276312,0.0047878142934773705,0.8996609224798396
