id,p_WDR,p_Height,p_Rust,p_ave_SpS,p_ave_infert,p_WeightOf1000Particles,p_SampleAreaAverage,p_WKAreaMedian,p_days_to_head,p_seeds_per_spikelet
S1D_15336954,0.8594601080646966,0.8536338185133963,0.15030663574794104,0.12588345009361532,0.337621741396409,0.41566167566298484,0.672872686473289,0.869567737481191,0.3535665256729402,0.23963248447182783
S1D_17642273,0.8890207481248577,0.017403405504609053,0.555999754431193,0.998114840515435,0.7849912681372114,0.9197450715218803,0.7857066767500644,0.42479600560700326,0.9527015301140151,0.9940078051385519
S1D_17855465,0.32470186674210955,0.039916625368448394,0.4215715556595099,NA,NA,NA,NA,NA,0.9275274881807799,NA
S1D_17998327,0.8209946509237618,0.21004443005011714,0.6039242317262465,0.1897318653562395,0.5351180156032282,0.7386001183400608,0.7384248938590416,0.77601038078241,0.8051937773767909,0.5597698852849287
S1D_17998787,0.518323874663744,0.2037302464789597,0.5950229396851279,0.084166695729250507,0.1518649847568515,0.3615614047292913,0.7150939298674706,0.8179323964101861,0.2520581251440892,0.3416553161692113
S1D_17998820,0.049247838657175504,0.5923496270680955,0.859223965650837,NA,NA,NA,NA,NA,0.03472324477491911,NA
S1D_18065002,0.6370048237491825,0.9849714393325676,0.6663019517906902,0.028559214863347327,0.07279478618798493,0.7038607643876392,0.40751845483158977,0.13849857985087785,0.5751791320205044,0.7863649523846616
S1D_18223067,0.2122464412946905,0.699479113768675,0.6104872583217651,0.5625457623079794,0.06379608759088408,0.8799556491650093,0.3432453526379793,0.6287013235796837,0.0820265367045088,0.3361571027341703
S1D_18322416,0.07173717355169716,0.6938614375974727,0.8348847396269767,NA,NA,NA,NA,NA,0.14012351761108763,NA
S1D_18441378,0.9409066963649151,0.7749040102829812,0.3423247650078026,0.08155101734502385,0.15178747892615554,0.9116958252277785,0.30070169769227834,0.3490965235893554,0.7844741676644229,0.12927286308755306
S1D_18441437,0.48881758926596586,0.13855095669500514,0.9775086168096625,0.20424255081725615,0.8015333190888111,0.5275249939983875,0.7330594375321637,0.6070514973573388,0.3027379168214397,0.020357958592423588
S1D_18445755,0.404611445435232,0.9007793161307229,0.3289198802396136,0.04468235818839015,0.05787610814819891,0.5768461535546889,0.24860546663337968,0.08808191464836923,0.3536828297479808,0.6375436771641159
S1D_18916802,0.7950262022031005,0.4917223858245815,0.10872828036659893,NA,NA,NA,NA,NA,0.5822185781668243,NA
S1D_18969204,0.7809415732714284,0.852166944453264,0.15273110196583914,NA,NA,NA,NA,NA,0.8666509989000067,NA
S1D_18994718,0.6059397255633321,0.9417446607290365,0.2033582033230112,NA,NA,NA,NA,NA,0.6075668520173978,NA
S1D_18998658,0.5882106651012317,0.6095235737168962,NA,NA,NA,NA,NA,NA,0.18645556397065335,NA
S1D_19051482,0.4214711282647148,0.6492638575768521,0.3792432584515,NA,NA,NA,NA,NA,0.055196373358738324,NA
S1D_19128281,0.06809395402150942,0.7018669486152131,0.9938269158610178,0.04029479776068597,0.04030010800005983,0.6798689553481753,0.3148885142440016,0.15911621944059362,0.009121775004452506,0.5239477741856271
S1D_19447079,0.4265375945426141,0.6867491181465021,0.5176966370665472,NA,NA,NA,NA,NA,0.20366411479338034,NA
S1D_19768069,0.504942391882331,0.13979417455594753,0.8576144258365088,0.04892131931212002,0.9377591678068475,0.8534269835601743,0.32190147719908313,0.36199737581678615,0.9533627181702762,0.5104563698685544
S1D_19789447,0.16704601116869827,0.1094054626872091,0.34805235843222915,0.3848864092806218,0.7788423420866903,0.5020291961936432,0.5592432384217233,0.4339388020715731,0.09164459051434883,0.02726266487452687
S1D_20066107,0.11571346804689052,0.39879085557441185,0.5450523721567713,0.24641121618102896,0.09902771960736984,0.3275003500435687,0.15075851376173552,0.22559696837556603,0.023342185388083178,0.2606064784983675
S1D_20702150,0.23161435751300585,0.8927824912172231,0.4001015329369547,0.07256811689627364,0.022800754127120758,0.37966310637903944,0.37452102934258524,0.16218843737338037,0.0476684907330615,0.2865338412422456
S1D_20704041,0.12709891362735848,0.4858916509829322,0.5277441246348167,0.09907940493531023,0.022169957478766524,0.30719554750255934,0.2351677956003919,0.10816608764095596,0.013236793526790865,0.25963591199378655
S1D_20823322,0.09511367923525096,0.9479969248256588,0.8500103633602178,0.04303805593849555,0.02205272221013487,0.3345501518986591,0.3476341437725299,0.1451145441103267,0.01090905993530876,0.2832751236889518
S1D_21648825,0.7271802810479802,0.6604282600807042,0.44597177403521326,0.11861174800478491,0.21851172238488417,0.5450336805871097,0.3279875834880097,0.34176379581615735,0.031228289966685193,0.030604545540608093
S1D_21648840,0.18677525041166998,0.5540823120047429,0.5266531929319412,0.05954094090184562,0.017658615416751452,0.35109032449331534,0.2886214372633428,0.13812155070882357,0.018867986964602346,0.3677290986821349
S1D_21819424,0.05054343072519037,0.5986302314249394,0.8224472540788179,0.12765605023697377,0.05205811447647982,0.44256087677849176,0.3963791682185178,0.21458103488118602,0.013487160085591948,0.2994803537094388
S1D_23254284,0.18879916887044393,0.5198874186953488,0.46873112490196345,NA,NA,NA,NA,NA,0.019453379082741435,NA
S1D_26451869,0.25820185488446235,0.630270917335515,0.7095697340379974,0.4167832382508586,0.42811554616823533,0.1368164478599844,0.0069175375244053955,0.11079274461755018,0.14216192197963567,0.021401268571884284
S1D_27871568,0.7208340335028953,0.15340804697653354,0.4288528562533851,0.9968801975505605,0.7262516469575533,0.5037428388001792,0.08227547511991612,0.3725120567291865,0.6051557274643375,0.769039393148831
S1D_28160142,0.20670917959010796,0.36841368245763273,0.22612534930443762,0.9968801975505605,0.7262516469575533,0.5037428388001792,0.08227547511991612,0.3725120567291865,0.3010587263611468,0.769039393148831
S1D_28316607,0.06879306956168099,0.044024990144320264,0.36397716415186454,0.9968801975505605,0.7262516469575533,0.5037428388001792,0.08227547511991612,0.3725120567291865,0.1800091266007063,0.769039393148831
S1D_28821288,0.5574607067023613,0.021616868907026115,0.5192566815352926,NA,NA,NA,NA,NA,0.1090945862675709,NA
S1D_29886863,1.6334337033937102e-4,0.7487397188746676,0.2218695600994305,NA,NA,NA,NA,NA,0.05228317270643495,NA
S1D_30264480,0.4272615202964507,0.012651878616357609,0.9410035204893146,0.05994112572214696,0.5209587217677043,0.8327976212267045,0.23131386035696572,0.7080818736806231,0.559209401450401,0.14386897394497794
S1D_30264502,0.4803457414167962,0.9445059771599269,0.5624416479959692,0.4113241196412647,0.01819792888843146,0.381315862808088,0.9172623388856646,0.4858318983855183,0.11380868815941174,0.5369804452576099
S1D_30331193,0.35446658000870745,0.5736486903695783,0.41622645077238907,0.41877194261431683,0.28021603958467195,0.06966379689433476,0.004982084621742206,0.0428708972847962,0.3751400142250837,0.041314083779619176
S1D_31127895,0.050440581660553326,0.04043198716544654,0.5666092565716845,NA,NA,NA,NA,NA,0.25946568481425325,NA
S1D_31235069,0.1341219068901062,0.5318351799203064,0.4437064687433927,0.8524542419547089,0.4326257506838178,0.3934568824072927,0.05707166539788211,0.38176072415682516,0.0701034078546371,0.8379124895067618
S1D_31336385,0.35274655925779874,0.33403266784539,0.38800526339156627,0.8524542419547089,0.4326257506838178,0.3934568824072927,0.05707166539788211,0.38176072415682516,0.1516830399622418,0.8379124895067618
S1D_31421492,0.019626020285068053,0.8730470706851552,0.09724763989638183,0.8524542419547089,0.4326257506838178,0.3934568824072927,0.05707166539788211,0.38176072415682516,0.09047542133693966,0.8379124895067618
S1D_31877403,0.38591753642200044,0.0792035729279192,0.1669816477204005,NA,NA,NA,NA,NA,0.7461582088596654,NA
S1D_32537603,0.24524148247612182,0.8700557918281662,0.48545284754987394,0.8524542419547089,0.4326257506838178,0.3934568824072927,0.05707166539788211,0.38176072415682516,0.7488593338456688,0.8379124895067618
S1D_32739776,0.26456379592726625,0.013645935865939774,0.26239758942441055,NA,NA,NA,NA,NA,0.726013118409204,NA
S1D_32974489,2.077875645426961e-5,0.870397294625546,0.5000253213956873,0.9494007558310127,0.03623583121020021,0.543570076343429,0.7974649695300832,0.7042108273254104,0.18069472367547343,0.8191743760338022
S1D_33627404,0.8036115006356069,0.8844907854543445,0.9762084908600468,NA,NA,NA,NA,NA,0.6333685972284095,NA
S1D_35645627,0.7727712294064412,0.43236281577592706,0.6196942502313922,0.6403575777271824,0.5102129744392492,0.48088287400805696,0.664492317124241,0.4249815108934578,0.12252527439028997,0.2542015119392533
S1D_37887989,0.57966837833698,0.2218379403260898,0.29754479503349457,0.8524542419547089,0.4326257506838178,0.3934568824072927,0.05707166539788211,0.38176072415682516,0.3358945540224543,0.8379124895067618
S1D_38548514,0.8717900770255446,0.9597519405135709,0.3377395589393951,0.8524542419547089,0.4326257506838178,0.3934568824072927,0.05707166539788211,0.38176072415682516,0.5768414600621723,0.8379124895067618
S1D_41345651,0.2394391473764909,0.34903149819043877,0.9565203218790267,0.6368524121040396,0.5222327379550049,0.7349974154089712,0.8206236269630115,0.9083957004999339,0.3683670530050055,0.23650152992866
S1D_41888233,0.24430043878677954,0.36549788077773226,0.3270815231461114,0.6804671201258443,0.2142371273957859,0.844028001729301,0.21734511792985467,0.9680289697069592,0.6626601043911741,0.9673530526107657
S1D_41914795,0.026592630206808545,0.15819286911284208,0.7241558196003393,0.11238625795309874,0.890999871360581,0.7616660387359255,0.6312572737983935,0.9123569812367223,0.3045160414476781,0.23654275725358967
S1D_41914851,0.47060494780897433,0.4069033120048877,0.8829937990419414,0.9466559884936746,0.9873943959835096,0.5550519505107747,0.8954649956928384,0.5312705412899685,0.7486857273828702,0.09414963846731199
S1D_42037079,0.024340332403047546,0.3203500519985469,0.4437015698795068,0.0398098672767516,0.6267915109974428,0.6260982792493902,0.55210180444022,0.7516694725876625,0.19318071619565927,0.3982314342304445
S1D_42037463,0.009668031292356468,0.13835962062371046,0.11201823081154379,0.0398098672767516,0.6267915109974428,0.6260982792493902,0.55210180444022,0.7516694725876625,0.273486417210845,0.3982314342304445
S1D_42141847,2.1253670382857733e-4,0.13140264949281705,0.3827693255818375,0.5559564737557185,0.10900793476964388,0.35088809199266024,0.58130748924949,0.15126930260762267,0.0021745544275806055,0.8210348928794907
S1D_43123824,0.3249527479364257,0.13808037880360016,0.14445384558108465,0.41228324072617895,0.7233908320085429,0.3550120188603344,0.49078437822446574,0.3851263789691347,0.493190755444489,0.12444133710500184
S1D_44969793,0.0030191472421611694,0.33984784143797997,0.08573561037932975,0.6462080081178538,0.06533534269851744,0.5802001702952265,0.9103601915317755,0.8131851986981642,0.3607002994262457,0.992907372507975
S1D_45078860,0.20608567521889937,0.050864881266350956,0.322237487869809,NA,NA,NA,NA,NA,0.345382395482811,NA
S1D_45693844,0.580308078599628,0.2368461509077711,0.9831167212226338,0.7453455873499701,0.7232614535145974,0.5037675074922532,0.3059523666245022,0.5720036614157946,0.21248189281403,0.433605466183524
S1D_46172208,0.2571355584768782,0.2211198178526427,0.7313845752535486,0.6629633958426739,0.4379628427060689,0.7193948764914033,0.7834329645316831,0.9493297011525379,0.5130215767838865,0.1782233973219138
S1D_46465910,0.043760479780862824,0.6736551446591581,0.2408662097815788,0.6462080081178538,0.06533534269851744,0.5802001702952265,0.9103601915317755,0.8131851986981642,0.514145569723015,0.992907372507975
S1D_50706659,0.27482576356984767,0.803243762823152,0.3413787180921424,0.6462080081178538,0.06533534269851744,0.5802001702952265,0.9103601915317755,0.8131851986981642,0.8118995735891548,0.992907372507975
S1D_50912464,0.844613244394399,0.716730796637438,0.03533670666879522,0.051142488653179906,0.22687421052908557,0.6109086303585216,0.6716725669429591,0.4655728723469337,0.49914626232610915,0.161316135002461
S1D_50912468,0.5537377789901134,0.4287416454966614,0.6883781751271673,0.46925796406580855,0.08344673263989982,0.7424439107957582,0.6129215398910243,0.6217028626982587,0.014423983642874897,0.06242801842208086
S1D_51184011,0.9404440422827675,0.3593095276326501,0.4629037455971837,0.46925796406580855,0.08344673263989982,0.7424439107957582,0.6129215398910243,0.6217028626982587,0.23067461028303107,0.06242801842208086
S1D_52362274,0.21025190378741468,0.562144731140148,0.07747474234780533,0.053352192118615235,0.6114829812854974,0.5355535393366528,0.4907424956593506,0.6084390102351078,0.41842528128926015,0.3370281863324087
S1D_52659341,0.49002089528216,0.8543894510952077,0.6090068678829188,0.7542700279557124,0.02662237979637495,0.7127809087538587,0.7090417991094762,0.5123655424161311,0.8565350376505566,0.311663089348337
S1D_53161697,0.0020352668803631426,0.6718122170567824,0.8315097868960328,0.5244623074427639,0.10665612585054944,0.3478183612701031,0.6555555217833045,0.14558254913241475,0.03461014897303042,0.7827371495983557
S1D_55414084,0.027536249702706416,0.44178576832573824,0.49949989836636643,0.25465543519552014,0.8739987613624891,0.9787359944251768,0.8684323799378308,0.5443329600845657,0.22387349500362014,0.5533173056032861
S1D_57506439,0.0039606826054337275,0.9841708998281056,0.9330761041989653,0.3724436357101095,0.07084544679962235,0.9946942951586577,0.9675604336335704,0.6955190570969818,0.1287286679172464,0.6122130948271324
S1D_61298662,0.002251026026246231,0.12741549793245907,0.6232064600425113,0.5803866058882285,0.7324600838931262,0.2162632867179594,0.11976681479352522,0.09381290195889,0.01689043103854387,0.2816703195602864
S1D_62324864,0.8463010953855239,0.1443441625519816,0.48623898885344796,0.9608777837352311,0.813688286566444,0.5939812748382423,0.7555198406240102,0.7870967112168548,0.7168121170353101,0.5464361519527721
S1D_62893592,0.665305174467109,0.3906207444507239,0.6572215592669224,0.5878773019623764,0.3591292586606021,0.39779645445462297,0.27517360345842573,0.4302506230742328,0.86890112833403,0.07578767147546783
S1D_63681750,0.14199378593271347,0.1855212695127705,0.9322472773400516,0.3468004109890338,0.3613484832052922,0.028780640276943704,0.004371406283374614,0.03871488337672284,0.5564181437304724,0.14220847177634763
S1D_69900386,0.07861089487164283,0.9451957176821071,0.6649129891566068,0.24640265445314827,0.20344829911600706,0.18280482378899726,0.009497326733723423,0.2155597359191297,0.856379967835646,0.3430958682574399
S1D_73433861,0.42907671879713205,0.8426655191375811,0.6291518050345026,0.2761727266167647,0.6932878337495509,0.7684165938910102,0.9471659358111759,0.333876469192813,0.15971013363231865,0.5595339671991983
S1D_75854162,0.2580020935847694,0.002806774743884605,0.6211666280641985,NA,NA,NA,NA,NA,0.004738522348555361,NA
S1D_78513635,0.0017557784705867334,0.6307778819562877,0.8932420983288176,0.3871504652640243,0.08310981001899571,0.2341614767333807,0.6334738838729201,0.10699583636205598,2.4024167753213273e-4,0.9774767459179028
S1D_80037857,0.0017898433873438377,0.0021361334762161153,0.5748845851474564,0.21448550367945105,0.7783021893714122,0.3315037909523707,0.4041630491223329,0.2554381732646381,0.07255622980883382,0.1933130234436722
S1D_87507181,0.4398068591801564,0.531811642808063,0.32406510320187065,0.06342164333346412,0.9740180950833708,0.7393992374806319,0.7274312471594047,0.9827787854948277,0.26293480077983183,0.3962429994406388
S1D_89236881,0.011222425301108955,0.04436981570597172,0.7628140821660485,0.15441947578822016,0.7442863498004528,0.2628950383887475,0.22773550601216688,0.17672975073242578,0.09381300941978446,0.04207121507467931
S1D_91492676,0.26555017158216937,0.20441052066618257,1.8576975305048267e-4,NA,NA,NA,NA,NA,0.9525002738371922,NA
S1D_96175493,4.015354634654519e-4,0.0020987397764632657,0.4452604404265065,0.5911214442474158,0.38769226123155787,0.09484085811501819,0.01924119016783596,0.06524880776444074,0.02108798015259428,0.03902460895309441
S1D_96921225,9.9571565596313e-5,0.042665520396659135,0.839952625521048,0.7744199000035816,0.5967021069711047,0.11095469964210654,0.24830261375694465,0.034937982106479214,0.0026684388141842833,0.7208532315472377
S1D_99289372,0.36907584366906754,0.980985453178764,0.8281948159959812,0.5731450310994015,0.38988624276812434,0.7808370926523419,0.7774509818322182,0.7910300728971462,0.5539638919395802,0.3542887078341609
S1D_106512137,3.855306435063254e-4,0.6883808630873156,0.9739201855625199,0.8321121769024626,0.9581470313489645,0.24784966285328636,0.20680780844112906,0.12054103892546315,0.006136613601063676,0.20311584448855427
S1D_106847583,0.005260462154385608,0.46711739880856995,0.6762426751025443,0.6719926644475274,0.8668180263980972,0.12317906059330866,0.07969877491997548,0.07237219100190118,0.004566172383381953,0.17474485626622904
S1D_106847624,0.005192817225162902,0.49161850379139604,0.6762426751025443,0.6464016796601642,0.8860114354108719,0.1231664595518604,0.074462622935987835,0.06847042293958823,0.005132261345697209,0.19493191264470652
S1D_107422792,0.7648382546974113,0.3452997880248547,0.7997199786564047,0.14910399068477456,0.9698114309014407,0.8540085088088953,0.7331480591723998,0.8951941010843212,0.9333314242197663,0.8179078531786471
S1D_109276415,0.006579279651792096,0.03720888901326181,0.3558771585030851,0.9396180918172367,0.9075669476577732,0.14224790053865097,0.20574490377902063,0.1693424229622423,0.07664794962553399,0.22541423429709725
S1D_112824041,0.03464841706973955,0.09054108062991945,0.7620349352092555,0.10092817881776034,0.17995204483632038,0.16147575890617555,0.5276464604163298,0.22926535921763241,0.34043550844498205,0.11494654932445754
S1D_120018856,0.052841993075357065,0.2676736710957644,0.19981405708765793,0.37803476681385306,0.9362024001602041,0.7782637940373092,0.6455203264909517,0.6419293958192729,0.39948956866202523,0.43402800968814653
S1D_121592464,8.977211631021915e-4,0.04872099484421725,0.9535832068383739,0.94070687772004,0.9639349142883697,0.07592192389965713,0.057550733285210376,0.032395330922896926,0.005018224786203447,0.13909484702219455
S1D_126871029,0.0016345898636934294,0.21772138654162163,0.8085333739629191,0.4729607496836411,0.18578575444094797,0.4393732865285772,0.9229446269386337,0.44869773471403607,0.04499165904132336,0.4790891808032064
S1D_137417491,0.07635519538162205,0.008149886903343383,0.3128679253046482,0.19331015662408566,0.8798368315878928,0.29565645877377084,0.28285897350128786,0.2068452655372166,0.396176069827227,0.0619432792967656
S1D_138969477,0.06914776504842016,0.12699277884695803,0.31504229365756914,0.5885842987682868,0.4408799704346721,0.10972196646904088,0.023605173485398596,0.07968298980926024,0.6522916190767969,0.051664424350606634
S1D_139930811,0.010405435926220176,0.05169517686738986,0.30888163290284176,0.7292701532832206,0.5179675453183886,0.14083196298250716,0.052670235296501465,0.12276323346887914,0.10673042491171647,0.08258664743353604
S1D_142148787,0.9593997785658387,0.730016893867699,0.9120954208407558,0.3982947222654315,0.18090312229664224,0.3671438368739818,0.9793773752437634,0.5755941995805769,0.1473896416322368,0.16640570751419426
S1D_143264063,0.8029000234748893,0.7118697364869098,0.9105278604559295,0.58308191315487,0.5352621124762207,0.537955286056914,0.5792240560896054,0.4601522932208416,0.5477639714223698,0.0033431313317617913
S1D_146733373,0.05085875846248837,0.23822957597732838,0.6601449669278059,0.4731910092935988,0.4549038298844924,0.6762140976728773,0.9730733565031723,0.3102344565066312,0.023171611155224616,0.4081879329764573
S1D_149058792,0.4683470418846003,0.23654210269315018,0.32931323789795186,0.24640265445314827,0.20344829911600706,0.18280482378899726,0.009497326733723423,0.2155597359191297,0.2355528585100708,0.3430958682574399
S1D_160165032,3.0131631834430576e-4,0.01237727723341315,0.5974359985034109,0.7372330652764094,0.5568599031541764,0.16873903165347892,0.41753410903991595,0.06471909951366583,0.006405448608436311,0.5228870926137879
S1D_167633572,9.056596871967499e-4,0.15466456705231754,0.33699115455968076,0.3461778218622462,0.37298678497381665,0.04249810418942249,0.0022005535135292166,0.05517265076357609,0.03750197223742812,0.2804977729568957
S1D_180848053,0.004959342735454794,0.04559911196530933,0.35208115741879065,0.41458213031702185,0.8606394249343083,0.11063168209355774,0.28091450995912154,0.152567528815472,0.015393122974608327,0.15704777683500412
S1D_182526638,0.0234697116123817,0.5496942612345127,0.8758611591826255,0.5683421839493806,0.5545387361292976,0.58698250674738,0.9542147738848517,0.22595409672319822,0.040573147761648554,0.8579220757718476
S1D_192593171,0.10035968929207292,0.208062078509315,0.4097612713140869,0.9218604361985984,0.1829109688104092,0.02754665358530237,0.0061105262696629385,0.013690727082142714,0.047287430022387104,0.9485670390712343
S1D_192819337,0.12920585919174968,0.35853428211504346,0.5835391796800848,0.5399426294110901,0.3563051171016185,0.5377829193047154,0.15855263005052336,0.42165013336576673,0.39255870137262816,0.24496533259583442
S1D_193726556,0.02804261909183354,0.22823432953147196,0.5093319050545693,0.5558060535605283,0.12277085013622474,0.2813664341715961,0.6691309587938923,0.15995052939624754,0.04690003588874035,0.8937115549809057
S1D_206113219,0.26430287872168956,0.718285520146446,0.569415109367093,0.24640265445314827,0.20344829911600706,0.18280482378899726,0.009497326733723423,0.2155597359191297,0.399140972214757,0.3430958682574399
S1D_216317252,0.007081797751491166,0.03882047191985895,0.6438387659716749,0.11084145542552423,0.8429280265230155,0.20088002251244236,0.31512100592257475,0.36737727142356313,0.02727181653051726,0.7058453114701018
S1D_231457768,0.010472964402496572,0.35840424223122924,0.5620273953239923,0.8987944917496127,0.19139881010572973,0.0536843903102641,0.014372051284658386,0.02795063467848508,0.050628833917958783,0.862315250857335
S1D_236060851,0.823896382657047,0.6644324608268011,0.977598981478436,0.02663976535128158,0.9181767181579932,0.7360024967019477,0.7784387166652202,0.9667904700579398,0.6566732968359967,0.10775376416699248
S1D_241902441,0.8060885319919083,0.11085213648113455,0.6698504451271604,NA,NA,NA,NA,NA,0.8865742214491332,NA
S1D_253081308,0.7099838035894219,0.4120079697722113,0.5332114589108966,0.08857414787313628,0.9040140011874251,0.7200595399521312,0.5844411699519045,0.9259488284811068,0.9003692872239746,0.8145024427170154
S1D_259589854,0.7980430089952325,0.6145861258779639,0.5741766118606908,0.03758099314233399,0.791838466315683,0.46898872339368813,0.47009967564061883,0.6824006182046627,0.9745579970450007,0.14848552883331184
S1D_262971255,1.1263901112476946e-5,0.008869941856201661,0.7236316672638647,0.4113432896212883,0.8499652483983056,0.0364215407564995,0.01865677066891875,0.02042446726939684,3.668754465799729e-4,0.07469572063056172
S1D_269821116,0.7296278883568013,0.9630604049915803,0.4104809826825071,NA,NA,NA,NA,NA,0.11943686190264557,NA
S1D_272314835,0.2532003973286999,0.06214153891450962,0.43623383625520296,0.43664649074660333,0.32388114328685713,0.0714479336604392,0.015419455345287362,0.10839211547460201,0.21109063896228986,0.2953682407884754
S1D_282718840,0.897949065346531,0.7307617060004168,0.0013253296860911588,NA,NA,NA,NA,NA,0.9405649990273357,NA
S1D_284917056,1.6906604908473308e-5,0.008980868095988892,0.9447846924369896,0.4433360489337248,0.7700182788733825,0.03981791277031583,0.02091907218651335,0.02587459683005066,7.347249683763616e-4,0.07985505482224757
S1D_286138041,0.13788608656222356,0.05498579560308826,0.9578742274968958,0.18279910440774702,0.8767095960270674,0.49153449189174014,0.40269848368683436,0.10960051756331084,0.6552539131621373,0.0015952364603200244
S1D_308140346,0.027872309777396825,0.928608927150232,0.6003748093877566,0.2563373056031194,0.3209112981352988,0.3257840589006312,0.17215819050361558,0.06498487717022088,0.306545429230529,0.48072922359981185
S1D_308140372,0.21320356903630322,0.2648327555271182,0.09943052965594018,0.6519539407514625,0.930308136652072,0.8479250126631002,0.11227437270466675,0.3522452833029074,0.24461597100072385,0.6042630507425995
S1D_308586677,0.015546166464938612,0.3386961730260156,0.5922107810806093,0.9502923352127004,0.32371239789744555,0.155831469155794,0.04157857002525666,0.09982652574120014,0.004785831792370114,0.13537326054647766
S1D_310149060,0.9519804454112271,0.6510791080390212,0.42004500364541286,0.2344053846529109,0.20784675551106477,0.7203280965584715,0.9548199179251857,0.689769691301573,0.6781897436895683,0.9792495945172359
S1D_320385510,0.7927864089672894,0.9333034354101557,0.4300026977671654,0.6896455722490455,0.30851180576169585,0.9300476210854023,0.5873319813080817,0.9410432537985887,0.7576997638685583,0.491662762946676
S1D_348913799,0.03992582793875085,0.3285700141647484,0.6473077436217433,NA,NA,NA,NA,NA,0.6204164471505575,NA
S1D_350655058,0.001799754208705684,0.5515394547595889,0.8741544365380203,NA,NA,NA,NA,NA,0.0015169386685104885,NA
S1D_355828486,0.012177302007160301,0.1650594770002126,0.6136615042146345,0.41520151875775035,0.3416079557242695,0.19958889313871478,0.036874021337543195,0.13147668334643983,0.022434175410268074,0.43551190973600584
S1D_356154031,0.944501869461738,0.7727900622186844,0.2716902297015551,0.30828742868889175,0.18700553864972577,0.8589212344166667,0.7104164573318985,0.5826770758996345,0.6241012223948312,0.4449594360691871
S1D_361802853,0.11873508569423033,0.1464109193668422,0.008066094240230779,NA,NA,NA,NA,NA,0.15545411823883454,NA
S1D_361848357,0.9697003276652089,0.5817754914798339,0.1409492398836437,0.7719434110689587,0.28872912812122165,0.44807155521319053,0.003938263535599933,0.4351889236366284,0.6480060278015928,0.0040138284359879026
S1D_364026443,0.24840493095047542,0.7229563619470267,0.5841977589754935,0.7815200642725885,0.526002397992533,0.36502471783315804,0.004875528444150305,0.1116954739091556,0.9727542274474824,0.30485599489124987
S1D_364069796,0.03045441500500886,0.2314183688562665,0.9348983150626392,0.535738462113114,0.3697942540400061,0.44510194322998786,0.005838492128169173,0.40665861012289983,0.2690795544762578,0.052739938254035196
S1D_368333116,0.7490482592162679,0.5362156445661286,0.24727864888499465,NA,NA,NA,NA,NA,0.6696895101616109,NA
S1D_372686972,0.47438554475220884,0.7861800325025707,0.2655071284606708,0.24060325600473476,0.5362587675031634,0.8606143830077988,0.43563738211728953,0.15777447352218057,0.7207044122081206,0.7706443949773112
S1D_374896539,0.45425295899770635,0.1829808235703665,0.579633112136483,0.24060325600473476,0.5362587675031634,0.8606143830077988,0.43563738211728953,0.15777447352218057,0.6607742402430592,0.7706443949773112
S1D_377799647,0.06725172745954365,0.5433039048349059,0.00206532697784113,0.20418220217012506,0.3255864878138892,0.7947879043172459,0.7756956260396639,0.8410382418832777,0.05477707681585329,0.18468902046717667
S1D_379925398,0.22178584593053838,0.28815179060252566,0.530317510252944,0.1175673485597012,0.6338949587743761,0.674963834599638,0.557357055447156,0.7436397477863921,0.6707880924219418,0.7047028981883607
S1D_381899102,0.01592771085725723,0.03786258853059871,0.817139148638804,0.23773404542088347,0.08899179020739564,0.31390808033952916,0.06430713507668505,0.3474870111895604,0.15540374125582643,0.6926800253123436
S1D_383152242,0.6346375249537155,0.05884453857777979,0.022074693137595885,NA,NA,NA,NA,NA,0.8290648264717787,NA
S1D_396845930,0.001788466080856248,0.016339101350046348,0.916684864409126,0.4564032003137448,0.8697117159092415,0.3785391346761736,0.18483177409863752,0.45316793245017406,0.1701980015458327,0.7512245067358639
S1D_409346112,0.15830162384433402,0.1673737145709205,0.8473689594222881,0.008080057567391236,0.7383394877761098,0.8522930589877317,0.8535731529383174,0.7570167388044101,0.9369879614554784,0.6366159623304342
S1D_410461632,0.3833531257500231,0.6261517910865726,0.6464027864569234,4.46286855794515e-4,0.7998987056277871,0.9180811658058186,0.9779565943119041,0.8878432161544836,0.8920453357937989,0.9574495039982976
S1D_410482296,0.6270310707212383,0.3262906516130599,0.7388333343742447,0.00831291846684276,0.7939354636636526,0.7804461862076736,0.5195716945184486,0.6962604420206722,0.9228474511518039,0.10253833076242165
S1D_410499235,0.3117621832855217,0.016919332563222943,0.881013131689413,0.01162177679385612,0.2053892757675121,0.4799795964143151,0.14719087417652324,0.3970697463640037,0.9102973816538655,0.6960451752145422
S1D_411526130,0.03622116113308443,0.16066783080535646,0.7075099819375443,4.936450542857299e-4,0.7024502093442215,0.8579339057946946,0.9472630797760644,0.5606994866655703,0.39342792894416,0.9234537798355554
S1D_411533534,0.23018601480542095,0.13061988703121802,0.8129787499178215,0.045037751133446685,0.387449348369699,0.872242232285863,0.3019135236056602,0.4211554486710971,0.6620711635172658,0.6068152765890231
S1D_411749734,0.9563635693351588,0.16920073233649421,0.3360212687489399,0.04576577885208705,0.7412944421703032,0.4515935893088814,0.354260287589952,0.32823213246362826,0.6090765264012404,0.27285277287316256
S1D_412082390,0.1446556994919486,0.18431756104849753,0.5024721220591839,4.2136232277617926e-4,0.5869497884538072,0.7423924484971622,0.6930686339816874,0.5061689252036843,0.9193913412442889,0.6378720937895188
