Location,Cross_ID,Entry,Awns,WDR,Powdery_mildew,SNB,Height,Rust,ave_SpS,ave_infert,WeightOf1000Particles,SampleAreaAverage,WKAreaMedian,days_to_head,seeds_per_spikelet
Kinston,UX1997,UX1997-98,0,3,3,NA,85,0,NA,NA,NA,NA,NA,157,NA
Kinston,UX1997,UX1997-99,0,4,4,NA,80,0,NA,NA,NA,NA,NA,151,NA
Kinston,UX1999,UX1999-1,1,4,4,NA,85,0,NA,NA,NA,NA,NA,158,NA
Kinston,UX1999,UX1999-10,1,3,2,NA,85,0,NA,NA,NA,NA,NA,175,NA
Kinston,UX1999,UX1999-12,1,4,1,NA,65,0,NA,NA,NA,NA,NA,158,NA
Kinston,UX1999,UX1999-13,1,4,3,NA,90,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX1999,UX1999-14,1,1,1,NA,80,0,NA,NA,NA,NA,NA,173,NA
Kinston,UX1999,UX1999-15,0,4,3,NA,90,0,NA,NA,NA,NA,NA,159,NA
Kinston,UX1999,UX1999-18,1,2,4,NA,90,0,NA,NA,NA,NA,NA,182,NA
Kinston,UX1999,UX1999-2,1,2,4,NA,80,0,NA,NA,NA,NA,NA,166,NA
Kinston,UX1999,UX1999-20,1,4,3,NA,90,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX1999,UX1999-26,0,3,4,NA,80,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX1999,UX1999-27,0,2,2,NA,90,0,NA,NA,NA,NA,NA,173,NA
Kinston,UX1999,UX1999-29,1,4,2,NA,85,0,NA,NA,NA,NA,NA,157,NA
Kinston,UX1999,UX1999-32,1,2,1,NA,85,0,NA,NA,NA,NA,NA,185,NA
Kinston,UX1999,UX1999-33,1,3,2,NA,100,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-35,1,3,1,NA,95,0,NA,NA,NA,NA,NA,159,NA
Kinston,UX1999,UX1999-36,1,2,0,NA,90,0,NA,NA,NA,NA,NA,186,NA
Kinston,UX1999,UX1999-37,1,3,2,NA,85,0,NA,NA,NA,NA,NA,171,NA
Kinston,UX1999,UX1999-38,1,2,3,NA,85,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-39,1,2,2,NA,95,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-4,1,4,1,NA,90,0,NA,NA,NA,NA,NA,158,NA
Kinston,UX1999,UX1999-40,1,2,2,NA,75,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-42,0,1,3,NA,80,0,NA,NA,NA,NA,NA,168,NA
Kinston,UX1999,UX1999-44,0,2,1,NA,90,20,NA,NA,NA,NA,NA,171,NA
Kinston,UX1999,UX1999-45,0,1,1,NA,80,0,NA,NA,NA,NA,NA,170,NA
Kinston,UX1999,UX1999-46,1,4,3,NA,80,0,NA,NA,NA,NA,NA,165,NA
Kinston,UX1999,UX1999-47,1,4,2,NA,95,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX1999,UX1999-48,1,3,3,NA,90,10,NA,NA,NA,NA,NA,164,NA
Kinston,UX1999,UX1999-5,0,2,3,NA,85,0,NA,NA,NA,NA,NA,165,NA
Kinston,UX1999,UX1999-50,1,4,2,NA,95,0,NA,NA,NA,NA,NA,159,NA
Kinston,UX1999,UX1999-51,1,4,1,NA,90,0,NA,NA,NA,NA,NA,162,NA
Kinston,UX1999,UX1999-54,1,3,2,NA,90,0,NA,NA,NA,NA,NA,161,NA
Kinston,UX1999,UX1999-55,0,2,0,NA,85,10,NA,NA,NA,NA,NA,168,NA
Kinston,UX1999,UX1999-56,1,3,3,NA,75,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX1999,UX1999-57,1,2,2,NA,85,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-58,0,4,2,NA,65,0,NA,NA,NA,NA,NA,149,NA
Kinston,UX1999,UX1999-59,0,3,2,NA,80,0,NA,NA,NA,NA,NA,161,NA
Kinston,UX1999,UX1999-6,1,3,2,NA,85,0,NA,NA,NA,NA,NA,165,NA
Kinston,UX1999,UX1999-60,0,2,2,NA,95,0,NA,NA,NA,NA,NA,183,NA
Kinston,UX1999,UX1999-64,1,4,1,NA,75,10,NA,NA,NA,NA,NA,153,NA
Kinston,UX1999,UX1999-66,1,2,4,NA,90,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-67,0,4,4,NA,90,0,NA,NA,NA,NA,NA,161,NA
Kinston,UX1999,UX1999-68,0,3,3,NA,75,0,NA,NA,NA,NA,NA,164,NA
Kinston,UX1999,UX1999-69,0,2,2,NA,90,0,NA,NA,NA,NA,NA,181,NA
Kinston,UX1999,UX1999-70,0,3,2,NA,85,0,NA,NA,NA,NA,NA,168,NA
Kinston,UX1999,UX1999-71,0,1,4,NA,90,0,NA,NA,NA,NA,NA,173,NA
Kinston,UX1999,UX1999-72,0,4,4,NA,75,0,NA,NA,NA,NA,NA,153,NA
Kinston,UX1999,UX1999-73,1,2,1,NA,70,0,NA,NA,NA,NA,NA,183,NA
Kinston,UX1999,UX1999-75,1,3,3,NA,90,0,NA,NA,NA,NA,NA,183,NA
Kinston,UX1999,UX1999-76,1,4,2,NA,105,0,NA,NA,NA,NA,NA,161,NA
Kinston,UX1999,UX1999-77,1,2,3,NA,95,0,NA,NA,NA,NA,NA,164,NA
Kinston,UX1999,UX1999-78,0,2,1,NA,85,0,NA,NA,NA,NA,NA,163,NA
Kinston,UX1999,UX1999-79,1,2,2,NA,100,0,NA,NA,NA,NA,NA,167,NA
Kinston,UX1999,UX1999-80,1,3,2,NA,80,0,NA,NA,NA,NA,NA,185,NA
Kinston,UX1999,UX1999-84,1,4,2,NA,70,0,NA,NA,NA,NA,NA,158,NA
Kinston,UX1999,UX1999-85,1,2,3,NA,85,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-86,1,2,2,NA,100,0,NA,NA,NA,NA,NA,183,NA
Kinston,UX1999,UX1999-88,1,2,3,NA,90,0,NA,NA,NA,NA,NA,184,NA
Kinston,UX1999,UX1999-89,1,1,3,NA,75,0,NA,NA,NA,NA,NA,186,NA
Kinston,UX1999,UX1999-9,1,4,1,NA,82,10,NA,NA,NA,NA,NA,156,NA
Kinston,UX2000,UX2000-1,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,175,NA
Kinston,UX2000,UX2000-10,1,2,3,NA,90,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-100,0,2,1,NA,85,NA,NA,NA,NA,NA,NA,175,NA
Kinston,UX2000,UX2000-101,0,3,3,NA,85,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-102,1,2,1,NA,80,NA,NA,NA,NA,NA,NA,159,NA
Kinston,UX2000,UX2000-103,1,2,0,NA,85,NA,NA,NA,NA,NA,NA,172,NA
Kinston,UX2000,UX2000-105,0,1,NA,NA,70,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-107,1,4,3,NA,85,NA,NA,NA,NA,NA,NA,153,NA
Kinston,UX2000,UX2000-109,0,2,NA,NA,80,NA,NA,NA,NA,NA,NA,185,NA
Kinston,UX2000,UX2000-11,0,3,2,NA,90,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-110,0,2,1,NA,80,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-111,1,3,3,NA,80,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-114,0,1,2,NA,80,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-115,0,3,4,NA,75,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-116,0,3,2,NA,85,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-118,0,2,NA,NA,75,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-119,0,2,NA,NA,65,NA,NA,NA,NA,NA,NA,186,NA
Kinston,UX2000,UX2000-12,0,3,3,NA,85,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2000,UX2000-121,0,1,2,NA,85,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-122,0,4,0,NA,80,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2000,UX2000-123,1,2,0,NA,75,NA,NA,NA,NA,NA,NA,162,NA
Kinston,UX2000,UX2000-13,0,2,1,NA,85,NA,NA,NA,NA,NA,NA,172,NA
Kinston,UX2000,UX2000-131,0,2,4,NA,80,NA,NA,NA,NA,NA,NA,161,NA
Kinston,UX2000,UX2000-133,1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,184,NA
Kinston,UX2000,UX2000-134,0,3,NA,NA,80,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-135,1,2,0,NA,90,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-136,0,3,4,NA,90,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-137,1,2,2,NA,80,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2000,UX2000-139,0,3,NA,NA,80,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-140,0,1,NA,NA,80,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-143,0,3,NA,NA,70,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2000,UX2000-144,1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-145,0,2,NA,NA,80,NA,NA,NA,NA,NA,NA,175,NA
Kinston,UX2000,UX2000-148,1,2,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-15,1,3,3,NA,85,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-151,0,3,NA,NA,75,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2000,UX2000-16,1,2,3,NA,85,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-160,0,2,NA,NA,75,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-161,0,2,NA,NA,75,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-162,0,1,NA,NA,75,NA,NA,NA,NA,NA,NA,186,NA
Kinston,UX2000,UX2000-163,0,1,0,NA,75,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-164,0,3,NA,NA,75,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2000,UX2000-165,0,1,0,NA,80,NA,NA,NA,NA,NA,NA,175,NA
Kinston,UX2000,UX2000-167,1,4,NA,NA,75,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2000,UX2000-168,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-17,1,1,2,NA,90,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-171,1,2,NA,NA,65,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2000,UX2000-173,1,4,4,NA,85,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-174,0,2,NA,NA,65,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2000,UX2000-175,1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-176,0,3,4,NA,80,NA,NA,NA,NA,NA,NA,153,NA
Kinston,UX2000,UX2000-177,0,3,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-178,0,4,2,NA,85,NA,NA,NA,NA,NA,NA,150,NA
Kinston,UX2000,UX2000-18,1,2,3,NA,80,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-180,0,1,1,NA,85,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-181,1,3,NA,NA,75,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-182,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,168,NA
Kinston,UX2000,UX2000-183,0,3,0,NA,80,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2000,UX2000-185,0,1,NA,NA,90,NA,NA,NA,NA,NA,NA,168,NA
Kinston,UX2000,UX2000-186,0,2,0,NA,95,NA,NA,NA,NA,NA,NA,175,NA
Kinston,UX2000,UX2000-187,1,2,0,NA,90,NA,NA,NA,NA,NA,NA,162,NA
Kinston,UX2000,UX2000-19,1,4,1,NA,85,NA,NA,NA,NA,NA,NA,152,NA
Kinston,UX2000,UX2000-190,0,2,2,NA,90,NA,NA,NA,NA,NA,NA,171,NA
Kinston,UX2000,UX2000-191,0,1,NA,NA,75,NA,NA,NA,NA,NA,NA,190,NA
Kinston,UX2000,UX2000-192,1,3,4,NA,85,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-193,0,2,0,NA,90,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-194,0,2,NA,NA,80,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-195,1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,176,NA
Kinston,UX2000,UX2000-196,0,1,NA,NA,75,NA,NA,NA,NA,NA,NA,186,NA
Kinston,UX2000,UX2000-198,1,3,1,NA,95,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2000,UX2000-20,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,183,NA
Kinston,UX2000,UX2000-201,0,2,3,NA,90,NA,NA,NA,NA,NA,NA,173,NA
Kinston,UX2000,UX2000-202,0,1,0,NA,85,NA,NA,NA,NA,NA,NA,171,NA
Kinston,UX2000,UX2000-204,0,2,4,NA,90,NA,NA,NA,NA,NA,NA,168,NA
Kinston,UX2000,UX2000-205,0,3,0,NA,95,NA,NA,NA,NA,NA,NA,174,NA
Kinston,UX2000,UX2000-207,0,1,NA,NA,85,NA,NA,NA,NA,NA,NA,176,NA
Kinston,UX2000,UX2000-208,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,171,NA
Kinston,UX2000,UX2000-21,1,2,1,NA,90,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-22,1,3,2,NA,90,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-24,0,2,NA,NA,75,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-25,1,3,2,NA,100,NA,NA,NA,NA,NA,NA,174,NA
Kinston,UX2000,UX2000-28,1,4,NA,NA,70,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2000,UX2000-3,1,3,0,NA,95,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-30,1,3,0,NA,95,NA,NA,NA,NA,NA,NA,173,NA
Kinston,UX2000,UX2000-31,0,3,4,NA,85,NA,NA,NA,NA,NA,NA,172,NA
Kinston,UX2000,UX2000-32,0,3,NA,NA,70,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-34,0,3,1,NA,75,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2000,UX2000-35,0,4,0,NA,95,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2000,UX2000-37,0,3,3,NA,95,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2000,UX2000-38,0,2,3,NA,100,NA,NA,NA,NA,NA,NA,162,NA
Kinston,UX2000,UX2000-39,0,3,4,NA,85,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-40,0,2,3,NA,95,NA,NA,NA,NA,NA,NA,173,NA
Kinston,UX2000,UX2000-41,0,3,3,NA,85,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-42,0,3,4,NA,90,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-43,0,1,NA,NA,85,NA,NA,NA,NA,NA,NA,187,NA
Kinston,UX2000,UX2000-44,1,2,1,NA,75,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-47,1,1,NA,NA,65,NA,NA,NA,NA,NA,NA,171,NA
Kinston,UX2000,UX2000-48,0,4,3,NA,80,NA,NA,NA,NA,NA,NA,150,NA
Kinston,UX2000,UX2000-49,0,2,1,NA,80,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-5,1,3,1,NA,85,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-50,1,2,1,NA,90,NA,NA,NA,NA,NA,NA,161,NA
Kinston,UX2000,UX2000-52,1,4,3,NA,95,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-53,1,2,0,NA,95,NA,NA,NA,NA,NA,NA,173,NA
Kinston,UX2000,UX2000-54,1,2,3,NA,95,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-55,0,3,1,NA,90,NA,NA,NA,NA,NA,NA,164,NA
Kinston,UX2000,UX2000-58,1,1,0,NA,75,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-59,1,2,1,NA,75,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2000,UX2000-6,1,3,2,NA,75,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2000,UX2000-60,1,2,1,NA,70,NA,NA,NA,NA,NA,NA,174,NA
Kinston,UX2000,UX2000-62,0,2,2,NA,90,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-63,0,2,NA,NA,80,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2000,UX2000-65,1,1,1,NA,75,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-67,0,1,NA,NA,75,NA,NA,NA,NA,NA,NA,162,NA
Kinston,UX2000,UX2000-69,1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2000,UX2000-71,0,3,0,NA,85,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-72,1,4,1,NA,80,NA,NA,NA,NA,NA,NA,149,NA
Kinston,UX2000,UX2000-73,0,2,NA,NA,70,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-75,1,2,0,NA,100,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-76,0,2,NA,NA,80,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-77,1,4,1,NA,80,NA,NA,NA,NA,NA,NA,150,NA
Kinston,UX2000,UX2000-78,1,3,NA,NA,65,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-79,1,3,1,NA,90,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-8,1,1,0,NA,80,NA,NA,NA,NA,NA,NA,185,NA
Kinston,UX2000,UX2000-80,1,3,NA,NA,60,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2000,UX2000-81,1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2000,UX2000-82,0,3,2,NA,85,NA,NA,NA,NA,NA,NA,159,NA
Kinston,UX2000,UX2000-83,0,4,3,NA,80,NA,NA,NA,NA,NA,NA,152,NA
Kinston,UX2000,UX2000-84,0,1,1,NA,75,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2000,UX2000-89,1,3,2,NA,90,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2000,UX2000-93,0,2,1,NA,80,NA,NA,NA,NA,NA,NA,172,NA
Kinston,UX2000,UX2000-94,1,1,NA,NA,60,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2000,UX2000-97,1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2010,UX2010-1,1,4,1,NA,90,0,NA,NA,NA,NA,NA,154,NA
Kinston,UX2010,UX2010-10,1,4,2,NA,85,0,NA,NA,NA,NA,NA,155,NA
Kinston,UX2010,UX2010-100,1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,173,NA
Kinston,UX2010,UX2010-101,1,2,0,NA,95,NA,NA,NA,NA,NA,NA,161,NA
Kinston,UX2010,UX2010-103,1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-104,1,2,0,NA,90,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-105,1,4,NA,NA,85,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2010,UX2010-106,1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-107,1,1,0,NA,85,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2010,UX2010-109,1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-11,1,4,0,NA,95,0,NA,NA,NA,NA,NA,150,NA
Kinston,UX2010,UX2010-111,1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2010,UX2010-112,1,2,0,NA,80,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-113,1,3,1,NA,75,NA,NA,NA,NA,NA,NA,152,NA
Kinston,UX2010,UX2010-114,1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2010,UX2010-115,1,3,3,NA,85,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2010,UX2010-116,1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2010,UX2010-117,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-119,1,2,NA,NA,70,NA,NA,NA,NA,NA,NA,174,NA
Kinston,UX2010,UX2010-12,1,2,1,NA,95,0,NA,NA,NA,NA,NA,171,NA
Kinston,UX2010,UX2010-120,1,4,NA,NA,95,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2010,UX2010-121,1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2010,UX2010-122,1,2,NA,NA,95,NA,NA,NA,NA,NA,NA,176,NA
Kinston,UX2010,UX2010-123,1,3,NA,NA,80,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2010,UX2010-124,1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,187,NA
Kinston,UX2010,UX2010-125,1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2010,UX2010-126,1,4,NA,NA,80,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2010,UX2010-127,1,2,NA,NA,75,NA,NA,NA,NA,NA,NA,159,NA
Kinston,UX2010,UX2010-129,1,2,NA,NA,80,NA,NA,NA,NA,NA,NA,159,NA
Kinston,UX2010,UX2010-13,1,4,4,NA,80,NA,NA,NA,NA,NA,NA,150,NA
Kinston,UX2010,UX2010-130,1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,168,NA
Kinston,UX2010,UX2010-131,1,2,0,NA,85,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-132,1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,153,NA
Kinston,UX2010,UX2010-133,1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2010,UX2010-134,1,1,NA,NA,70,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-135,1,4,1,NA,75,NA,NA,NA,NA,NA,NA,153,NA
Kinston,UX2010,UX2010-136,1,3,NA,NA,95,NA,NA,NA,NA,NA,NA,158,NA
Kinston,UX2010,UX2010-139,1,2,NA,NA,70,NA,NA,NA,NA,NA,NA,168,NA
Kinston,UX2010,UX2010-14,1,2,1,NA,85,0,NA,NA,NA,NA,NA,169,NA
Kinston,UX2010,UX2010-141,1,3,NA,NA,90,NA,NA,NA,NA,NA,NA,157,NA
Kinston,UX2010,UX2010-142,1,4,NA,NA,80,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2010,UX2010-144,1,3,NA,NA,85,NA,NA,NA,NA,NA,NA,155,NA
Kinston,UX2010,UX2010-146,1,4,NA,NA,75,NA,NA,NA,NA,NA,NA,147,NA
Kinston,UX2010,UX2010-147,1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2010,UX2010-148,1,3,NA,NA,70,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2010,UX2010-149,1,3,0,NA,80,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2010,UX2010-15,1,3,0,NA,90,0,NA,NA,NA,NA,NA,157,NA
Kinston,UX2010,UX2010-150,1,2,NA,NA,70,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-151,1,4,NA,NA,90,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2010,UX2010-152,1,2,0,NA,80,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-153,1,1,NA,NA,85,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-154,1,2,NA,NA,90,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2010,UX2010-155,1,2,NA,NA,85,NA,NA,NA,NA,NA,NA,160,NA
Kinston,UX2010,UX2010-156,1,2,0,NA,85,NA,NA,NA,NA,NA,NA,168,NA
Kinston,UX2010,UX2010-157,1,1,NA,NA,65,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-158,1,2,NA,NA,70,NA,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-159,1,4,NA,NA,90,NA,NA,NA,NA,NA,NA,156,NA
Kinston,UX2010,UX2010-16,1,2,0,NA,85,0,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-162,1,1,NA,NA,80,NA,NA,NA,NA,NA,NA,167,NA
Kinston,UX2010,UX2010-164,1,3,0,NA,75,NA,NA,NA,NA,NA,NA,153,NA
Kinston,UX2010,UX2010-165,1,1,NA,NA,90,NA,NA,NA,NA,NA,NA,165,NA
Kinston,UX2010,UX2010-168,1,4,NA,NA,70,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2010,UX2010-17,1,3,1,NA,80,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX2010,UX2010-18,1,3,1,NA,95,0,NA,NA,NA,NA,NA,159,NA
Kinston,UX2010,UX2010-2,1,3,4,NA,90,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX2010,UX2010-20,1,2,1,NA,85,NA,NA,NA,NA,NA,NA,164,NA
Kinston,UX2010,UX2010-21,1,1,2,NA,95,0,NA,NA,NA,NA,NA,188,NA
Kinston,UX2010,UX2010-22,1,2,2,NA,85,0,NA,NA,NA,NA,NA,171,NA
Kinston,UX2010,UX2010-24,1,4,1,NA,80,0,NA,NA,NA,NA,NA,157,NA
Kinston,UX2010,UX2010-27,1,1,2,NA,80,0,NA,NA,NA,NA,NA,171,NA
Kinston,UX2010,UX2010-28,1,2,2,NA,90,0,NA,NA,NA,NA,NA,170,NA
Kinston,UX2010,UX2010-29,1,2,0,NA,80,NA,NA,NA,NA,NA,NA,163,NA
Kinston,UX2010,UX2010-3,1,2,1,NA,95,0,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-31,1,1,1,NA,80,0,NA,NA,NA,NA,NA,166,NA
Kinston,UX2010,UX2010-32,1,3,1,NA,95,0,NA,NA,NA,NA,NA,160,NA
Kinston,UX2010,UX2010-33,1,2,0,NA,85,0,NA,NA,NA,NA,NA,186,NA
Kinston,UX2010,UX2010-34,1,3,3,NA,85,0,NA,NA,NA,NA,NA,161,NA
Kinston,UX2010,UX2010-35,1,3,1,NA,70,NA,NA,NA,NA,NA,NA,154,NA
Kinston,UX2010,UX2010-37,1,4,0,NA,85,0,NA,NA,NA,NA,NA,151,NA
