family,trait,marker,MAF,p
UX2010,WDR,S5A_478850467,0.334375,3.932879111082874e-9
UX2010,WDR,S5A_480782148,0.39375000000000004,1.3969291610445385e-9
UX2010,WDR,S5A_480788467,0.3875,3.4725565985017e-7
UX2010,WDR,S5A_481337152,0.35,1.8565402454500366e-6
UX2010,WDR,S5A_482439036,0.484375,1.7191713079540958e-7
UX2010,WDR,S5A_488635079,0.39375,2.125906153797604e-7
UX2010,WDR,S5A_488636943,0.375,1.2841070347944206e-6
UX2010,WDR,S5A_505181846,0.3875,7.359918453120821e-7
UX2010,WDR,S5A_505589280,0.384375,4.040970517234478e-12
UX2010,WDR,S5A_505597998,0.3875,2.933595508727298e-10
UX2010,WDR,S5A_506400326,0.3875,1.6843286373802683e-11
UX2010,WDR,S5A_509471467,0.3875,6.085392798946947e-9
UX2010,WDR,S5A_529021346,0.3125,3.697924823990478e-8
UX2010,WDR,S5A_534063736,0.44062500000000004,1.0110753790974103e-10
UX2010,WDR,S5A_546519113,0.35625,4.003049585335335e-8
UX2010,WDR,S5A_548633957,0.378125,1.7698076510610775e-6
UX2010,WDR,S5A_561660493,0.359375,1.0002714162716028e-18
UX2010,WDR,S5A_564557123,0.359375,4.741353860667828e-23
UX2010,WDR,S5A_567374563,0.46875,3.349476135827344e-10
UX2010,WDR,S5A_567502456,0.43125,5.336417816372482e-25
UX2010,WDR,S5A_577787562,0.484375,3.171023382286385e-38
UX2010,WDR,S5A_578832139,0.484375,2.1259014146986335e-59
UX2010,WDR,S5A_595373332,0.278125,2.8751168019082252e-18
UX2010,WDR,S5A_596009159,0.290625,3.561713291019145e-57
UX2010,WDR,S5A_597279906,0.29374999999999996,1.2636444416079559e-13
UX2010,WDR,S5A_597660738,0.30625,2.8716643346860733e-92
UX2010,WDR,S5A_597750832,0.30625,1.3813948961040201e-127
UX2010,WDR,S5A_598072246,0.31875,1.2690600466235044e-108
UX2010,WDR,S5A_598862449,0.30000000000000004,7.240066396349445e-8
UX2010,WDR,S5A_602433104,0.309375,1.5665153060208905e-75
UX2010,WDR,S5A_604123689,0.309375,1.850229621326145e-8
UX2010,WDR,S5A_611568887,0.30625,4.53093335446282e-8
UX2010,WDR,S5A_614892728,0.30625,3.458959765052243e-14
UX2010,WDR,S5B_548255732,0.475,9.39121237365913e-8
UX2010,WDR,S5B_549562577,0.49375,3.1505886274488943e-6
UX2010,WDR,S5B_550320602,0.47187500000000004,2.636353660266647e-6
UX2010,WDR,S5B_572145706,0.49375,6.685686232375673e-12
UX2010,WDR,S5B_575964839,0.446875,3.753289989222821e-20
UX2010,WDR,S5B_576906975,0.475,6.93629829939296e-11
UX2010,WDR,S5B_588509484,0.4875,1.0227846990558726e-8
UX2010,WDR,S5B_605507382,0.425,3.3369096147747482e-9
UX2010,WDR,S5B_673038055,0.378125,1.744394606995632e-6
UX2010,WDR,S7D_5671140,0.5,2.987721024997868e-7
UX2010,WDR,S7D_5926276,0.4125,4.232503189811865e-9
UX2010,WDR,S7D_6136243,0.434375,1.252838055085281e-7
UX2010,WDR,S7D_6477428,0.325,5.018471627949891e-8
UX2010,WDR,S7D_6478060,0.415625,8.758436022029787e-7
UX2010,WDR,S7D_8088631,0.43125,5.579471607229427e-10
UX2012,WDR,S1D_29886863,0.4297520661157025,1.3015091805395566e-6
UX2012,WDR,S1D_32974489,0.41115702479338845,4.236222786977936e-7
UX2012,WDR,S1D_96921225,0.4834710743801653,2.916738675525868e-7
UX2012,WDR,S1D_262971255,0.45867768595041325,3.41352531022685e-8
UX2012,WDR,S1D_284917056,0.4896694214876033,8.794159151088725e-8
UX2012,WDR,S2D_40036763,0.4607438016528925,9.45712550369278e-11
UX2012,WDR,S2D_57824943,0.4028925619834711,6.742806284674536e-7
UX2012,WDR,S2D_62615629,0.3946280991735537,8.270675257047753e-7
UX2012,WDR,S2D_63526400,0.39669421487603307,5.080749589273046e-7
UX2012,WDR,S2D_66455526,0.40909090909090906,2.0238408928102928e-7
UX2012,WDR,S2D_69503850,0.40909090909090906,2.0031117908963217e-7
UX2012,WDR,S2D_69798438,0.40909090909090906,1.1855418182184824e-6
UX2012,WDR,S2D_70643057,0.4132231404958677,3.573201602714632e-9
UX2012,WDR,S2D_70671788,0.39876033057851235,8.882104982601358e-8
UX2012,WDR,S2D_75763731,0.41115702479338845,1.2734680526224663e-7
UX2012,WDR,S2D_80041990,0.41115702479338845,2.7698061464323805e-6
UX2012,WDR,S2D_82867231,0.390495867768595,1.0813848498421836e-6
UX2012,WDR,S4A_352495200,0.44421487603305787,3.1742918493066494e-6
UX2012,WDR,S5A_477453719,0.49173553719008267,1.2176509005434973e-10
UX2012,WDR,S5A_478834625,0.48140495867768596,7.72869413990238e-8
UX2012,WDR,S5A_478850467,0.49173553719008267,3.932879111082874e-9
UX2012,WDR,S5A_480782148,0.4896694214876033,1.3969291610445385e-9
UX2012,WDR,S5A_480788467,0.4896694214876033,3.4725565985017e-7
UX2012,WDR,S5A_482439036,0.48760330578512395,1.7191713079540958e-7
UX2012,WDR,S5A_488047660,0.49793388429752067,1.1658573033034522e-6
UX2012,WDR,S5A_488635079,0.4979338842975206,2.125906153797604e-7
UX2012,WDR,S5A_488636943,0.4979338842975206,1.2841070347944206e-6
UX2012,WDR,S5A_505589280,0.46487603305785125,4.040970517234478e-12
UX2012,WDR,S5A_505597998,0.46487603305785125,2.933595508727298e-10
UX2012,WDR,S5A_506400326,0.46487603305785125,1.6843286373802683e-11
UX2012,WDR,S5A_509471467,0.46487603305785125,6.085392798946947e-9
UX2012,WDR,S5A_529021346,0.4297520661157025,3.697924823990478e-8
UX2012,WDR,S5A_529809841,0.4297520661157025,4.025148923352676e-9
UX2012,WDR,S5A_534063736,0.4297520661157025,1.0110753790974103e-10
UX2012,WDR,S5A_534569497,0.4297520661157025,2.9250818545589643e-9
UX2012,WDR,S5A_538581631,0.43595041322314054,8.746626775645262e-10
UX2012,WDR,S5A_539080728,0.43595041322314054,2.7154021231122533e-10
UX2012,WDR,S5A_539944837,0.4359504132231405,8.778465313358538e-11
UX2012,WDR,S5A_546519113,0.44214876033057854,4.003049585335335e-8
UX2012,WDR,S5A_546554000,0.44214876033057854,4.741261710792758e-9
UX2012,WDR,S5A_547778611,0.45041322314049587,1.085467758522867e-6
UX2012,WDR,S5A_547778661,0.45041322314049587,1.990191761228574e-7
UX2012,WDR,S5A_547793471,0.4648760330578512,5.16204671811553e-10
UX2012,WDR,S5A_548606913,0.46487603305785125,6.853314365616221e-10
UX2012,WDR,S5A_548633957,0.4380165289256198,1.7698076510610775e-6
UX2012,WDR,S5A_548673956,0.4979338842975206,7.311861625796827e-14
UX2012,WDR,S5A_548675587,0.4648760330578512,2.8670389081494683e-10
UX2012,WDR,S5A_548759498,0.4380165289256198,3.139056929047209e-10
UX2012,WDR,S5A_549145243,0.49793388429752067,1.5237204895466655e-12
UX2012,WDR,S5A_549343753,0.43595041322314054,7.792690985822335e-10
UX2012,WDR,S5A_561660493,0.4132231404958678,1.0002714162716028e-18
UX2012,WDR,S5A_564557123,0.4194214876033058,4.741353860667828e-23
UX2012,WDR,S5A_564645435,0.4194214876033058,2.8247160923831805e-15
UX2012,WDR,S5A_564704040,0.4194214876033058,1.4620162194453335e-16
UX2012,WDR,S5A_565398445,0.4194214876033058,2.5069192643485106e-28
UX2012,WDR,S5A_567502456,0.44421487603305787,5.336417816372482e-25
UX2012,WDR,S5A_568234305,0.4173553719008265,8.850177163631347e-30
UX2012,WDR,S5A_568269383,0.4173553719008265,1.1024045106079415e-15
UX2012,WDR,S5A_568284128,0.4173553719008265,5.6341916102172434e-27
UX2012,WDR,S5A_568550509,0.3553719008264463,1.0344389507072304e-18
UX2012,WDR,S5A_570192258,0.4276859504132231,6.653479377679903e-31
UX2012,WDR,S5A_570788577,0.4276859504132231,2.2231078394588464e-18
UX2012,WDR,S5A_572832639,0.3657024793388429,1.790266031450391e-31
UX2012,WDR,S5A_573040321,0.41115702479338845,4.322703215158461e-31
UX2012,WDR,S5A_575821560,0.4049586776859504,6.749165742204937e-109
UX2012,WDR,S5A_577787562,0.44834710743801653,3.171023382286385e-38
UX2012,WDR,S5A_577827993,0.4049586776859504,4.6550711980561165e-56
UX2012,WDR,S5A_577951255,0.4049586776859504,1.742422270692993e-55
UX2012,WDR,S5A_578832139,0.36157024793388426,2.1259014146986335e-59
UX2012,WDR,S5A_580048103,0.4049586776859504,6.388087092829687e-56
UX2012,WDR,S5A_580276757,0.4049586776859504,3.691773053255386e-65
UX2012,WDR,S5A_580797168,0.40082644628099173,1.7579424371311082e-68
UX2012,WDR,S5A_581488651,0.43388429752066116,4.069271540589484e-80
UX2012,WDR,S5A_584456955,0.4297520661157025,8.734768812727707e-99
UX2012,WDR,S5A_585018041,0.4297520661157025,4.725126670016871e-124
UX2012,WDR,S5A_585200466,0.4297520661157025,1.4122451217150893e-84
UX2012,WDR,S5A_585223490,0.4297520661157025,7.55539203692772e-138
UX2012,WDR,S5A_595373332,0.45661157024793386,2.8751168019082252e-18
UX2012,WDR,S5A_596009159,0.45661157024793386,3.561713291019145e-57
UX2012,WDR,S5A_597279906,0.4524793388429752,1.2636444416079559e-13
UX2012,WDR,S5A_597660738,0.4524793388429752,2.8716643346860733e-92
UX2012,WDR,S5A_597750832,0.4524793388429752,1.3813948961040201e-127
UX2012,WDR,S5A_598072246,0.4380165289256198,1.2690600466235044e-108
UX2012,WDR,S5A_602433104,0.4297520661157025,1.5665153060208905e-75
UX2012,WDR,S5A_604123689,0.4297520661157025,1.850229621326145e-8
UX2012,WDR,S5A_631264575,0.4380165289256198,9.939083069965655e-9
UX2012,WDR,S5A_640307765,0.44421487603305787,1.216007812366189e-7
UX2012,WDR,S5B_571635082,0.4731404958677686,3.010725631074336e-6
UX2012,WDR,S5B_571811059,0.47314049586776863,9.920395551187683e-13
UX2012,WDR,S5B_572406272,0.26652892561983466,1.008732567361574e-12
UX2012,WDR,S5B_580976632,0.4834710743801653,6.970779879955352e-9
UX2012,WDR,S5B_584273830,0.487603305785124,1.5411464730422566e-7
UX2012,WDR,S5B_586805570,0.4752066115702479,2.1424356605198727e-7
UX2012,WDR,S5B_587341356,0.3119834710743802,2.9437773937480956e-7
UX2012,WDR,S5B_587934516,0.47314049586776863,1.894920428526566e-6
UX2012,WDR,S5B_588509484,0.47314049586776863,1.0227846990558726e-8
UX2012,WDR,S5B_588509535,0.47314049586776863,3.2265572270542107e-10
UX2012,WDR,S5B_588528453,0.47314049586776863,1.4551353836044146e-8
UX2012,WDR,S5B_595231569,0.45661157024793386,1.8022898860657999e-6
UX2012,WDR,S5B_595650008,0.45661157024793386,1.901675516658679e-6
UX2012,WDR,S5B_596199027,0.4524793388429752,1.6271688222736251e-6
UX2012,WDR,S5B_605507382,0.45661157024793386,3.3369096147747482e-9
UX2012,WDR,S5B_673038055,0.4524793388429752,1.744394606995632e-6
UX2012,WDR,S6A_49870909,0.42148760330578516,2.089403310884872e-6
UX2012,WDR,S7A_643234361,0.46900826446280997,2.129790478769764e-6
UX2012,WDR,S7D_5046031,0.38016528925619836,8.818428456813675e-9
UX2012,WDR,S7D_5068391,0.38016528925619836,3.973139824547348e-10
UX2012,WDR,S7D_5129941,0.384297520661157,3.4229723579970285e-10
UX2012,WDR,S7D_5276221,0.384297520661157,2.834390837457944e-7
UX2012,WDR,S7D_5926276,0.371900826446281,4.232503189811865e-9
UX2012,WDR,S7D_6136243,0.384297520661157,1.252838055085281e-7
UX2012,WDR,S7D_8088631,0.384297520661157,5.579471607229427e-10
UX2013,WDR,S1A_21645252,0.4768339768339769,2.222591550230488e-6
UX2013,WDR,S1D_96921225,0.41698841698841704,2.916738675525868e-7
UX2013,WDR,S2B_100695615,0.43243243243243246,1.9257611792351911e-7
UX2013,WDR,S2B_102028493,0.43243243243243246,3.330660754576812e-6
UX2013,WDR,S2B_102926150,0.43243243243243246,3.9824015610916235e-8
UX2013,WDR,S2D_572734692,0.4768339768339768,3.16988899490873e-6
UX2013,WDR,S5A_477453719,0.4517374517374517,1.2176509005434973e-10
UX2013,WDR,S5A_478834625,0.4826254826254826,7.72869413990238e-8
UX2013,WDR,S5A_478850467,0.44787644787644787,3.932879111082874e-9
UX2013,WDR,S5A_480782148,0.444015444015444,1.3969291610445385e-9
UX2013,WDR,S5A_480788467,0.444015444015444,3.4725565985017e-7
UX2013,WDR,S5A_481337152,0.40733590733590735,1.8565402454500366e-6
UX2013,WDR,S5A_482439036,0.36293436293436293,1.7191713079540958e-7
UX2013,WDR,S5A_488635079,0.4247104247104247,2.125906153797604e-7
UX2013,WDR,S5A_488636943,0.4247104247104247,1.2841070347944206e-6
UX2013,WDR,S5A_505181846,0.4034749034749035,7.359918453120821e-7
UX2013,WDR,S5A_505589280,0.4034749034749035,4.040970517234478e-12
UX2013,WDR,S5A_505597998,0.4034749034749035,2.933595508727298e-10
UX2013,WDR,S5A_506400326,0.4034749034749035,1.6843286373802683e-11
UX2013,WDR,S5A_509471467,0.4034749034749035,6.085392798946947e-9
UX2013,WDR,S5A_529021346,0.39575289575289574,3.697924823990478e-8
UX2013,WDR,S5A_534063736,0.39575289575289574,1.0110753790974103e-10
UX2013,WDR,S5A_539944837,0.39575289575289574,8.778465313358538e-11
UX2013,WDR,S5A_546519113,0.40540540540540543,4.003049585335335e-8
UX2013,WDR,S5A_546554000,0.4034749034749035,4.741261710792758e-9
UX2013,WDR,S5A_548633957,0.4305019305019305,1.7698076510610775e-6
UX2013,WDR,S5A_564557123,0.4613899613899614,4.741353860667828e-23
UX2013,WDR,S5A_565398445,0.46138996138996136,2.5069192643485106e-28
UX2013,WDR,S5A_565404931,0.46138996138996136,2.046000424681625e-6
UX2013,WDR,S5A_568046700,0.4787644787644788,7.443236253852957e-12
UX2013,WDR,S5A_568234305,0.4787644787644788,8.850177163631347e-30
UX2013,WDR,S5A_568284128,0.4787644787644788,5.6341916102172434e-27
UX2013,WDR,S5A_568550509,0.4787644787644788,1.0344389507072304e-18
UX2013,WDR,S5A_568889744,0.4787644787644788,9.067078434193697e-12
UX2013,WDR,S5A_570192258,0.5,6.653479377679903e-31
UX2013,WDR,S5A_572832639,0.5,1.790266031450391e-31
UX2013,WDR,S5A_573040321,0.5,4.322703215158461e-31
UX2013,WDR,S5A_573046918,0.5,1.1938955756508214e-15
UX2013,WDR,S5A_575821560,0.46718146718146714,6.749165742204937e-109
UX2013,WDR,S5A_577827993,0.4671814671814672,4.6550711980561165e-56
UX2013,WDR,S5A_577963056,0.46332046332046334,1.922956529181445e-25
UX2013,WDR,S5A_578110962,0.46332046332046334,1.9541769180242376e-9
UX2013,WDR,S5A_578449873,0.46332046332046334,1.9541769180242376e-9
UX2013,WDR,S5A_578832139,0.46332046332046334,2.1259014146986335e-59
UX2013,WDR,S5A_580276757,0.46332046332046334,3.691773053255386e-65
UX2013,WDR,S5A_584456955,0.4613899613899614,8.734768812727707e-99
UX2013,WDR,S5A_585018041,0.4787644787644788,4.725126670016871e-124
UX2013,WDR,S5A_585200466,0.4787644787644788,1.4122451217150893e-84
UX2013,WDR,S5A_585223490,0.4787644787644788,7.55539203692772e-138
UX2013,WDR,S5A_595373332,0.4575289575289575,2.8751168019082252e-18
UX2013,WDR,S5A_596599151,0.42857142857142855,2.245462881576363e-48
UX2013,WDR,S5A_597279906,0.4285714285714286,1.2636444416079559e-13
UX2013,WDR,S5A_597660738,0.42857142857142855,2.8716643346860733e-92
UX2013,WDR,S5A_597750832,0.4266409266409266,1.3813948961040201e-127
UX2013,WDR,S5A_598862449,0.43243243243243246,7.240066396349445e-8
UX2013,WDR,S5A_607673146,0.416988416988417,2.646065207221575e-10
UX2013,WDR,S5A_611568887,0.416988416988417,4.53093335446282e-8
UX2013,WDR,S5A_614792640,0.41312741312741313,2.44441663125336e-8
UX2013,WDR,S5A_614892728,0.4131274131274131,3.458959765052243e-14
UX2013,WDR,S5B_548255732,0.47297297297297297,9.39121237365913e-8
UX2013,WDR,S5B_549562577,0.4922779922779923,3.1505886274488943e-6
UX2013,WDR,S5B_550320602,0.4922779922779923,2.636353660266647e-6
UX2013,WDR,S5B_571635082,0.44594594594594594,3.010725631074336e-6
UX2013,WDR,S5B_571811059,0.44594594594594594,9.920395551187683e-13
UX2013,WDR,S5B_572145706,0.44594594594594594,6.685686232375673e-12
UX2013,WDR,S5B_572342910,0.444015444015444,8.647040756731728e-7
UX2013,WDR,S5B_572406272,0.44594594594594594,1.008732567361574e-12
UX2013,WDR,S5B_584273830,0.4652509652509652,1.5411464730422566e-7
UX2013,WDR,S5B_584851722,0.46525096525096526,2.386153958625895e-6
UX2013,WDR,S5B_586805570,0.46718146718146714,2.1424356605198727e-7
UX2013,WDR,S5B_587341356,0.46911196911196906,2.9437773937480956e-7
UX2013,WDR,S5B_587934516,0.46911196911196906,1.894920428526566e-6
UX2013,WDR,S5B_673038055,0.4247104247104247,1.744394606995632e-6
UX2013,WDR,S6A_49870909,0.4015444015444015,2.089403310884872e-6
UX2023,WDR,S1D_262971255,0.3181818181818182,3.41352531022685e-8
UX2023,WDR,S1D_284917056,0.3181818181818182,8.794159151088725e-8
UX2023,WDR,S2B_100695615,0.49696969696969695,1.9257611792351911e-7
UX2023,WDR,S2B_102028493,0.49696969696969695,3.330660754576812e-6
UX2023,WDR,S2B_102926150,0.49696969696969695,3.9824015610916235e-8
UX2023,WDR,S2B_103904974,0.49696969696969695,2.210933521524211e-6
UX2023,WDR,S2D_22166588,0.4181818181818182,2.1091193504282018e-6
UX2023,WDR,S2D_40036763,0.4575757575757575,9.45712550369278e-11
UX2023,WDR,S5A_477453719,0.47575757575757577,1.2176509005434973e-10
UX2023,WDR,S5A_480788467,0.45454545454545453,3.4725565985017e-7
UX2023,WDR,S5A_481337152,0.39090909090909093,1.8565402454500366e-6
UX2023,WDR,S5A_488047660,0.44545454545454544,1.1658573033034522e-6
UX2023,WDR,S5A_488636943,0.45151515151515154,1.2841070347944206e-6
UX2023,WDR,S5A_505181846,0.4484848484848485,7.359918453120821e-7
UX2023,WDR,S5A_505589280,0.4484848484848485,4.040970517234478e-12
UX2023,WDR,S5A_505597998,0.4484848484848485,2.933595508727298e-10
UX2023,WDR,S5A_506400326,0.4484848484848485,1.6843286373802683e-11
UX2023,WDR,S5A_509471467,0.4484848484848485,6.085392798946947e-9
UX2023,WDR,S5A_529021346,0.4484848484848485,3.697924823990478e-8
UX2023,WDR,S5A_529809841,0.4484848484848485,4.025148923352676e-9
UX2023,WDR,S5A_539944837,0.4484848484848485,8.778465313358538e-11
UX2023,WDR,S5A_546519113,0.4393939393939394,4.003049585335335e-8
UX2023,WDR,S5A_546554000,0.4393939393939394,4.741261710792758e-9
UX2023,WDR,S5A_548633957,0.41818181818181815,1.7698076510610775e-6
UX2023,WDR,S5A_561660493,0.45454545454545453,1.0002714162716028e-18
UX2023,WDR,S5A_564557123,0.42727272727272725,4.741353860667828e-23
UX2023,WDR,S5A_607673146,0.4606060606060606,2.646065207221575e-10
UX2023,WDR,S5A_611568887,0.4939393939393939,4.53093335446282e-8
UX2023,WDR,S5A_614792640,0.4939393939393939,2.44441663125336e-8
UX2023,WDR,S5A_614892728,0.4909090909090909,3.458959765052243e-14
UX2023,WDR,S5A_616523867,0.4909090909090909,4.88868028745334e-8
UX2023,WDR,S5A_631264575,0.4696969696969697,9.939083069965655e-9
UX2023,WDR,S5A_640307765,0.49090909090909096,1.216007812366189e-7
UX2023,WDR,S5B_548255732,0.42727272727272725,9.39121237365913e-8
UX2023,WDR,S5B_549562577,0.4121212121212121,3.1505886274488943e-6
UX2023,WDR,S5B_550320602,0.4121212121212121,2.636353660266647e-6
UX2023,WDR,S5B_563463598,0.3939393939393939,7.858303049639871e-12
UX2023,WDR,S5B_564112036,0.37575757575757573,1.5747244209852895e-21
UX2023,WDR,S5B_571635082,0.38181818181818183,3.010725631074336e-6
UX2023,WDR,S5B_571811059,0.38181818181818183,9.920395551187683e-13
UX2023,WDR,S5B_572145706,0.38181818181818183,6.685686232375673e-12
UX2023,WDR,S5B_572342910,0.38181818181818183,8.647040756731728e-7
UX2023,WDR,S5B_572406272,0.38181818181818183,1.008732567361574e-12
UX2023,WDR,S5B_574914238,0.38181818181818183,8.887757022411987e-36
UX2023,WDR,S5B_575964839,0.38181818181818183,3.753289989222821e-20
UX2023,WDR,S5B_575992091,0.38181818181818183,8.887757022411987e-36
UX2023,WDR,S5B_575992205,0.38181818181818183,1.7439496335679155e-25
UX2023,WDR,S5B_580976632,0.4484848484848485,6.970779879955352e-9
UX2023,WDR,S5B_584273830,0.4636363636363636,1.5411464730422566e-7
UX2023,WDR,S5B_584851722,0.41818181818181815,2.386153958625895e-6
UX2023,WDR,S5B_585398898,0.4636363636363636,4.1200733492459445e-22
UX2023,WDR,S5B_585984583,0.4636363636363636,9.693888498225951e-18
UX2023,WDR,S5B_586711100,0.4636363636363636,3.646228476796929e-10
UX2023,WDR,S5B_586805570,0.4666666666666667,2.1424356605198727e-7
UX2023,WDR,S5B_587120662,0.4666666666666667,1.5132817477306515e-11
UX2023,WDR,S5B_587341356,0.4727272727272728,2.9437773937480956e-7
UX2023,WDR,S5B_587934516,0.4727272727272728,1.894920428526566e-6
UX2023,WDR,S5B_588509484,0.4727272727272728,1.0227846990558726e-8
UX2023,WDR,S5B_588509535,0.4727272727272728,3.2265572270542107e-10
UX2023,WDR,S5B_588528453,0.4727272727272728,1.4551353836044146e-8
UX2023,WDR,S5B_589677115,0.45454545454545453,9.415192765453788e-12
UX2023,WDR,S5B_589896374,0.49393939393939396,3.9766974835873057e-10
UX2023,WDR,S5B_590389934,0.49393939393939396,3.0805630451722265e-10
UX2023,WDR,S5B_590463161,0.49393939393939396,7.471655472113397e-11
UX2023,WDR,S5B_590678151,0.47575757575757577,5.930651495262892e-14
UX2023,WDR,S5B_591481539,0.49393939393939396,9.783261773611846e-8
UX2023,WDR,S5B_592791845,0.47575757575757577,3.092696837625802e-7
UX2023,WDR,S5B_593210742,0.47575757575757577,5.488769327498828e-11
UX2023,WDR,S5B_594611731,0.47575757575757577,5.269823204032298e-13
UX2023,WDR,S5B_594906035,0.4636363636363636,3.9943833941120136e-8
UX2023,WDR,S5B_594906039,0.4636363636363636,2.2452384365298113e-7
UX2023,WDR,S5B_594913947,0.47878787878787876,2.5354195086788206e-16
UX2023,WDR,S5B_595231569,0.49090909090909096,1.8022898860657999e-6
UX2023,WDR,S5B_595313063,0.4909090909090909,7.382104715304658e-8
UX2023,WDR,S5B_595650008,0.47878787878787876,1.901675516658679e-6
UX2023,WDR,S5B_595653832,0.40606060606060607,1.8172054975367517e-10
UX2023,WDR,S5B_596199027,0.47878787878787876,1.6271688222736251e-6
UX2023,WDR,S5B_596199314,0.47878787878787876,1.4337357438576298e-11
UX2023,WDR,S5B_596680994,0.47878787878787876,3.253451297157334e-11
UX2023,WDR,S5B_596681000,0.47878787878787876,1.070267036810252e-7
UX2023,WDR,S5B_596709707,0.47878787878787876,1.3634431480357124e-14
UX2023,WDR,S5B_599042236,0.47575757575757577,4.074629695091995e-11
UX2023,WDR,S5B_599124821,0.4727272727272727,3.790801078713441e-9
UX2023,WDR,S5B_599539385,0.4727272727272727,3.790801078713441e-9
UX2023,WDR,S5B_599556373,0.4727272727272727,3.790801078713441e-9
UX2023,WDR,S5B_600127885,0.4727272727272727,5.783104192641987e-12
UX2023,WDR,S5B_600131111,0.4727272727272727,5.783104192641987e-12
UX2023,WDR,S5B_603587380,0.4727272727272727,1.3627729623152734e-7
UX2023,WDR,S5B_603831274,0.4727272727272727,2.3583866332663654e-6
UX2023,WDR,S5B_605507382,0.45151515151515154,3.3369096147747482e-9
UX2023,WDR,S5B_622542497,0.47575757575757577,4.2079655463929113e-7
UX2023,WDR,S5B_673038055,0.4666666666666667,1.744394606995632e-6
UX2023,WDR,S7A_643234361,0.4818181818181818,2.129790478769764e-6
UX2023,WDR,S7D_5046031,0.4606060606060606,8.818428456813675e-9
UX2023,WDR,S7D_5068391,0.4606060606060606,3.973139824547348e-10
UX2023,WDR,S7D_5129941,0.4606060606060606,3.4229723579970285e-10
UX2023,WDR,S7D_5276221,0.4606060606060606,2.834390837457944e-7
UX2023,WDR,S7D_5926276,0.4939393939393939,4.232503189811865e-9
UX2023,WDR,S7D_6136243,0.49696969696969695,1.252838055085281e-7
UX2023,WDR,S7D_6478060,0.4727272727272728,8.758436022029787e-7
UX2023,WDR,S7D_8088631,0.4363636363636364,5.579471607229427e-10
UX2026,WDR,S1D_96921225,0.4666136724960255,2.916738675525868e-7
UX2026,WDR,S1D_262971255,0.48330683624801274,3.41352531022685e-8
UX2026,WDR,S1D_284917056,0.4793322734499205,8.794159151088725e-8
UX2026,WDR,S2B_102028493,0.44753577106518283,3.330660754576812e-6
UX2026,WDR,S2B_102926150,0.44753577106518283,3.9824015610916235e-8
UX2026,WDR,S2B_103904974,0.44753577106518283,2.210933521524211e-6
UX2026,WDR,S2D_22166588,0.37360890302066774,2.1091193504282018e-6
UX2026,WDR,S5A_477453719,0.4848966613672496,1.2176509005434973e-10
UX2026,WDR,S5A_478834625,0.40620031796502387,7.72869413990238e-8
UX2026,WDR,S5A_478850467,0.3942766295707473,3.932879111082874e-9
UX2026,WDR,S5A_480782148,0.4888712241653418,1.3969291610445385e-9
UX2026,WDR,S5A_480788467,0.4888712241653418,3.4725565985017e-7
UX2026,WDR,S5A_481337152,0.4872813990461049,1.8565402454500366e-6
UX2026,WDR,S5A_482439036,0.4626391096979332,1.7191713079540958e-7
UX2026,WDR,S5A_488635079,0.48807631160572335,2.125906153797604e-7
UX2026,WDR,S5A_488636943,0.49364069952305245,1.2841070347944206e-6
UX2026,WDR,S5A_505181846,0.45548489666136727,7.359918453120821e-7
UX2026,WDR,S5A_505589280,0.45548489666136727,4.040970517234478e-12
UX2026,WDR,S5A_505597998,0.45548489666136727,2.933595508727298e-10
UX2026,WDR,S5A_506400326,0.45548489666136727,1.6843286373802683e-11
UX2026,WDR,S5A_509471467,0.45548489666136727,6.085392798946947e-9
UX2026,WDR,S5A_529021346,0.44594594594594594,3.697924823990478e-8
UX2026,WDR,S5A_534063736,0.4467408585055644,1.0110753790974103e-10
UX2026,WDR,S5A_539944837,0.4491255961844197,8.778465313358538e-11
UX2026,WDR,S5A_546519113,0.4395866454689984,4.003049585335335e-8
UX2026,WDR,S5A_546554000,0.44753577106518283,4.741261710792758e-9
UX2026,WDR,S5A_547778611,0.4364069952305246,1.085467758522867e-6
UX2026,WDR,S5A_547778661,0.4364069952305246,1.990191761228574e-7
UX2026,WDR,S5A_547793471,0.44594594594594594,5.16204671811553e-10
UX2026,WDR,S5A_548606913,0.44753577106518283,6.853314365616221e-10
UX2026,WDR,S5A_548633957,0.4467408585055644,1.7698076510610775e-6
UX2026,WDR,S5A_548675587,0.44674085850556444,2.8670389081494683e-10
UX2026,WDR,S5A_548759498,0.44674085850556444,3.139056929047209e-10
UX2026,WDR,S5A_549343753,0.4507154213036566,7.792690985822335e-10
UX2026,WDR,S5A_564557123,0.4236883942766296,4.741353860667828e-23
UX2026,WDR,S5A_567374563,0.4777424483306836,3.349476135827344e-10
UX2026,WDR,S5A_567502456,0.4753577106518283,5.336417816372482e-25
UX2026,WDR,S5A_570192258,0.47933227344992047,6.653479377679903e-31
UX2026,WDR,S5A_570788577,0.48171701112877585,2.2231078394588464e-18
UX2026,WDR,S5A_572832639,0.4785373608903021,1.790266031450391e-31
UX2026,WDR,S5A_573040321,0.4785373608903021,4.322703215158461e-31
UX2026,WDR,S5A_575821560,0.4841017488076312,6.749165742204937e-109
UX2026,WDR,S5A_577787562,0.47456279809220986,3.171023382286385e-38
UX2026,WDR,S5A_577827993,0.47774244833068363,4.6550711980561165e-56
